lon,lat,ROUTE_NUMBER,DIRECTION,BUS_STOP_ORDER_NUM,BUS_STOP_NUM_1,Current_Stop,BUS_STOP_SUB_NUM_2,BUS_STOP_NUM_2,Next_Stop,PLANNED_ROAD,REAL_ROAD,DELAY,VEHICLE_NUMBER,Current_Time,Current_Day,Current_Hour,Current_Minutes,Current_Seconds
21.2412,48.99224,23,P,2,2,Na Hlavnej,1,531,Okružná,800,621,-23,404,1613051649778,11,14,54,9
21.24109,48.99212,29,P,9,531,Okružná,1,114,Grešova,500,140,-131,397,1613053989839,11,15,33,9
21.24147,48.992,29,P,9,531,Okružná,1,114,Grešova,500,181,-136,397,1613054004844,11,15,33,24
21.24148,48.99205,23,P,2,2,Na Hlavnej,1,531,Okružná,800,574,-50,404,1613055264891,11,15,54,24
21.2411,48.99204,29,P,8,532,Floriánova,2,531,Okružná,540,540,-228,397,1613057650093,11,16,34,10
21.2411,48.99204,29,P,9,531,Okružná,1,114,Grešova,500,127,-202,397,1613057665090,11,16,34,25
21.24126,48.99213,23,P,2,2,Na Hlavnej,1,531,Okružná,800,574,-19,404,1613058835120,11,16,53,55
21.24121,48.99229,29,P,9,531,Okružná,1,114,Grešova,500,140,-144,346,1613061205179,11,17,33,25
21.2413,48.99213,23,P,2,2,Na Hlavnej,1,531,Okružná,800,597,-28,404,1613018039699,11,5,33,59
21.24137,48.99207,23,P,2,2,Na Hlavnej,1,531,Okružná,800,592,-266,404,1613021881593,11,6,38,1
21.24143,48.99195,29,P,9,531,Okružná,1,114,Grešova,500,177,-205,397,1613022376834,11,6,46,16
21.24126,48.99215,23,P,2,2,Na Hlavnej,1,531,Okružná,800,630,-243,353,1613023352247,11,7,2,32
21.24149,48.99206,23,P,2,2,Na Hlavnej,1,531,Okružná,800,569,-1781,404,1613026998878,11,8,3,18
21.24093,48.99247,29,P,9,531,Okružná,1,114,Grešova,500,109,-1576,397,1613027344069,11,8,9,4
21.24112,48.99207,29,P,9,531,Okružná,1,114,Grešova,500,154,-1579,397,1613027359083,11,8,9,19
21.24115,48.99204,29,P,9,531,Okružná,1,114,Grešova,500,127,-2395,352,1613031050888,11,9,10,50
21.24094,48.99246,29,P,9,531,Okružná,1,114,Grešova,500,104,-962,397,1613033211911,11,9,46,51
21.24132,48.99196,29,P,9,531,Okružná,1,114,Grešova,500,168,-962,397,1613033226925,11,9,47,6
21.24108,48.99219,29,P,9,531,Okružná,1,114,Grešova,500,136,-29,397,1613035883060,11,10,31,23
21.24116,48.992,29,P,9,531,Okružná,1,114,Grešova,500,159,-39,397,1613035898052,11,10,31,38
21.24144,48.99198,29,P,9,531,Okružná,1,114,Grešova,500,177,44,397,1612953014123,10,11,30,14
21.24105,48.99226,29,P,9,531,Okružná,1,114,Grešova,500,122,-246,397,1612956900893,10,12,35,0
21.24149,48.99198,29,P,9,531,Okružná,1,114,Grešova,500,181,-164,357,1612974834012,10,17,33,54
21.24112,48.9921,29,P,8,532,Floriánova,2,531,Okružná,540,540,-265,357,1612982097637,10,19,34,57
21.24139,48.99211,23,P,2,2,Na Hlavnej,1,531,Okružná,800,616,-59,380,1612986884929,10,20,54,44
21.24114,48.99232,23,P,2,2,Na Hlavnej,1,531,Okružná,800,649,-89,380,1612960502683,10,13,35,2
21.24122,48.9922,32,P,1,531,Okružná,1,532,Floriánova,400,0,-132,381,1612962813842,10,14,13,33
21.24119,48.99196,29,P,9,531,Okružná,1,114,Grešova,500,159,34,397,1612967436141,10,15,30,36
21.24146,48.99209,23,P,2,2,Na Hlavnej,1,531,Okružná,800,611,5,380,1612976019623,10,17,53,39
21.24145,48.99198,29,P,9,531,Okružná,1,114,Grešova,500,159,-249,357,1612982112635,10,19,35,12
21.24107,48.99219,29,P,9,531,Okružná,1,114,Grešova,500,127,41,397,1612967421171,10,15,30,21
21.24103,48.99227,29,P,9,531,Okružná,1,114,Grešova,500,122,14,397,1612971037862,10,16,30,37
21.24145,48.99196,29,P,9,531,Okružná,1,114,Grešova,500,177,11,397,1612971052871,10,16,30,52
21.24098,48.9924,29,P,9,531,Okružná,1,114,Grešova,500,109,-151,357,1612974803999,10,17,33,23
21.24115,48.99201,29,P,9,531,Okružná,1,114,Grešova,500,154,-155,357,1612974819008,10,17,33,39
21.24111,48.9922,29,P,9,531,Okružná,1,114,Grešova,500,127,-60,397,1612963909409,10,14,31,49
21.24118,48.99197,29,P,9,531,Okružná,1,114,Grešova,500,154,-68,397,1612963924417,10,14,32,4
21.24141,48.9921,23,P,2,2,Na Hlavnej,1,531,Okružná,800,616,31,380,1612972388430,10,16,53,8
21.2412,48.99198,29,P,9,531,Okružná,1,114,Grešova,500,140,-174,397,1612978435794,10,18,33,55
21.24098,48.99229,29,P,9,531,Okružná,1,114,Grešova,500,118,45,397,1612952999132,10,11,29,59
21.24109,48.99218,29,P,9,531,Okružná,1,114,Grešova,500,136,-75,398,1612283506361,2,17,31,46
21.24131,48.99192,29,P,9,531,Okružná,1,114,Grešova,500,172,-81,398,1612283521363,2,17,32,1
21.24142,48.99209,23,P,2,2,Na Hlavnej,1,531,Okružná,800,602,22,405,1612295571821,2,20,52,51
21.24123,48.99197,29,P,9,531,Okružná,1,114,Grešova,500,163,-19,359,1612351861859,3,12,31,1
21.24124,48.99217,23,P,2,2,Na Hlavnej,1,531,Okružná,800,621,-40,405,1612352041870,3,12,34,1
21.2411,48.99219,29,P,9,531,Okružná,1,114,Grešova,500,140,-22,359,1612355463156,3,13,31,3
21.2411,48.99224,29,P,9,531,Okružná,1,114,Grešova,500,131,-48,359,1612362696742,3,15,31,36
21.24103,48.99236,23,P,2,2,Na Hlavnej,1,531,Okružná,800,654,38,405,1612360370567,3,14,52,50
21.24097,48.99242,29,P,9,531,Okružná,1,114,Grešova,500,109,-41,359,1612359079952,3,14,31,19
21.2411,48.99205,29,P,9,531,Okružná,1,114,Grešova,500,154,53,370,1612369794986,3,17,29,54
21.24108,48.99209,29,P,8,532,Floriánova,2,531,Okružná,540,540,100,370,1612376908525,3,19,28,28
21.24124,48.99218,23,P,2,2,Na Hlavnej,1,531,Okružná,800,621,-59,405,1612374867524,3,18,54,27
21.24143,48.99201,29,P,9,531,Okružná,1,114,Grešova,500,163,128,370,1612376923512,3,19,28,43
21.24111,48.99224,29,P,9,531,Okružná,1,114,Grešova,500,127,-13,359,1612351846864,3,12,30,46
21.24112,48.9921,29,P,9,531,Okružná,1,114,Grešova,500,145,-16,359,1612366268308,3,16,31,8
21.24132,48.99214,23,P,2,2,Na Hlavnej,1,531,Okružná,800,607,-9,405,1612371220747,3,17,53,40
21.24149,48.99199,29,P,9,531,Okružná,1,114,Grešova,500,186,-26,359,1612355478161,3,13,31,18
21.24119,48.99201,29,P,9,531,Okružná,1,114,Grešova,500,163,-44,359,1612359094960,3,14,31,34
21.2412,48.99219,23,P,2,2,Na Hlavnej,1,531,Okružná,800,630,-53,405,1612348456755,3,11,34,16
21.24106,48.99227,29,P,9,531,Okružná,1,114,Grešova,500,131,-14,359,1612348246738,3,11,30,46
21.24139,48.99195,29,P,9,531,Okružná,1,114,Grešova,500,181,-17,359,1612348261738,3,11,31,1
21.24126,48.99217,23,P,2,2,Na Hlavnej,1,531,Okružná,800,654,-41,385,1612886051867,9,16,54,11
21.24107,48.99233,29,P,9,531,Okružná,1,114,Grešova,500,122,7,354,1612895446385,9,19,30,46
21.24113,48.99207,29,P,9,531,Okružná,1,114,Grešova,500,127,-66,356,1612866707869,9,11,31,47
21.24104,48.99243,23,P,2,2,Na Hlavnej,1,531,Okružná,800,691,13,385,1612893210290,9,18,53,30
21.24127,48.99218,23,P,2,2,Na Hlavnej,1,531,Okružná,800,649,2,385,1612889608488,9,17,53,28
21.24111,48.99207,29,P,8,532,Floriánova,2,531,Okružná,540,540,-4,356,1612891814609,9,18,30,14
21.24113,48.99214,29,P,9,531,Okružná,1,114,Grešova,500,150,-73,356,1612870324623,9,12,32,4
21.24124,48.9922,23,P,2,2,Na Hlavnej,1,531,Okružná,800,658,-27,385,1612882450279,9,15,54,10
21.24148,48.99209,23,P,2,2,Na Hlavnej,1,531,Okružná,800,635,3,385,1612896812044,9,19,53,32
21.24129,48.99216,23,P,2,2,Na Hlavnej,1,531,Okružná,800,649,8,385,1612900413778,9,20,53,33
21.24112,48.99207,29,P,8,532,Floriánova,2,531,Okružná,540,540,-73,356,1612877497854,9,14,31,37
21.24113,48.99204,29,P,8,532,Floriánova,2,531,Okružná,540,540,-100,356,1612881129586,9,15,32,9
21.24107,48.99233,29,P,9,531,Okružná,1,114,Grešova,500,122,7,354,1612895431374,9,19,30,31
21.24114,48.9921,29,P,8,532,Floriánova,2,531,Okružná,540,540,-64,356,1612873881278,9,13,31,21
21.2411,48.99206,29,P,8,532,Floriánova,2,531,Okružná,540,540,-98,356,1612884716254,9,16,31,56
21.24123,48.99195,29,P,9,531,Okružná,1,114,Grešova,500,163,-99,354,1612888347929,9,17,32,27
21.24121,48.99195,29,P,9,531,Okružná,1,114,Grešova,500,145,23,356,1612891829616,9,18,30,29
21.24109,48.99208,29,P,8,532,Floriánova,2,531,Okružná,540,540,-152,393,1612794763688,8,15,32,43
21.24133,48.99213,23,P,2,2,Na Hlavnej,1,531,Okružná,800,621,-2,380,1612784018691,8,12,33,38
21.24136,48.99192,29,P,9,531,Okružná,1,114,Grešova,500,154,-126,393,1612794778695,8,15,32,58
21.24133,48.99197,29,P,9,531,Okružná,1,114,Grešova,500,159,-76,375,1612801937218,8,17,32,17
21.24138,48.99205,32,P,1,531,Okružná,1,532,Floriánova,400,0,-45,346,1612789916539,8,14,11,56
21.2411,48.99238,23,P,2,2,Na Hlavnej,1,531,Okružná,800,654,-14,380,1612806829464,8,18,53,49
21.24097,48.99242,29,P,9,531,Okružná,1,114,Grešova,500,100,-75,375,1612801922204,8,17,32,2
21.24112,48.99206,29,P,8,532,Floriánova,2,531,Okružná,540,540,-46,393,1612805463813,8,18,31,3
21.24128,48.99218,23,P,2,2,Na Hlavnej,1,531,Okružná,800,630,-15,380,1612814032979,8,20,53,52
21.24122,48.992,29,P,9,531,Okružná,1,114,Grešova,500,154,-49,393,1612780311875,8,11,31,51
21.24149,48.99208,23,P,2,2,Na Hlavnej,1,531,Okružná,800,607,0,380,1612799611113,8,16,53,31
21.24142,48.99197,29,P,9,531,Okružná,1,114,Grešova,500,159,-20,393,1612805478820,8,18,31,18
21.24138,48.99196,29,P,9,531,Okružná,1,114,Grešova,500,150,122,375,1612808930532,8,19,28,50
21.24135,48.99213,23,P,2,2,Na Hlavnej,1,531,Okružná,800,625,-5,380,1612810416213,8,19,53,36
21.24112,48.99203,29,P,9,531,Okružná,1,114,Grešova,500,150,-6,393,1612783868617,8,12,31,8
21.24107,48.99214,29,P,9,531,Okružná,1,114,Grešova,500,140,70,393,1612798185441,8,16,29,45
21.24137,48.99213,23,P,2,2,Na Hlavnej,1,531,Okružná,800,625,-22,380,1612803227794,8,17,53,47
21.24113,48.99211,29,P,9,531,Okružná,1,114,Grešova,500,136,-153,393,1612766715492,8,7,45,15
21.24115,48.99228,23,P,2,2,Na Hlavnej,1,531,Okružná,800,640,10,380,1612773198513,8,9,33,18
21.24135,48.99193,29,P,9,531,Okružná,1,114,Grešova,500,159,33,393,1612776620168,8,10,30,20
21.24103,48.99227,29,P,9,531,Okružná,1,114,Grešova,500,122,-47,393,1612763008728,8,6,43,28
21.2413,48.99191,29,P,9,531,Okružná,1,114,Grešova,500,163,-52,393,1612763023731,8,6,43,43
21.24093,48.99244,29,P,9,531,Okružná,1,114,Grešova,500,104,-151,393,1612769596858,8,8,33,16
21.24128,48.99218,23,P,2,2,Na Hlavnej,1,531,Okružná,800,630,-165,380,1612762573499,8,6,36,13
21.24145,48.99209,23,P,2,2,Na Hlavnej,1,531,Okružná,800,616,-96,380,1612766100181,8,7,35,0
21.2413,48.99197,29,P,9,531,Okružná,1,114,Grešova,500,163,-152,393,1612769611857,8,8,33,31
21.24114,48.992,29,P,9,531,Okružná,1,114,Grešova,500,150,-13,393,1612773063447,8,9,31,3
21.24108,48.99218,29,P,8,532,Floriánova,2,531,Okružná,540,540,12,393,1612776605167,8,10,30,5
21.24117,48.99197,29,P,9,531,Okružná,1,114,Grešova,500,154,-21,392,1612600271126,6,9,31,11
21.24147,48.99199,29,P,9,531,Okružná,1,114,Grešova,500,163,-23,394,1612679479237,7,7,31,19
21.24137,48.99195,29,P,9,531,Okružná,1,114,Grešova,500,181,-58,356,1612849449834,9,6,44,9
21.24111,48.99225,29,P,9,531,Okružná,1,114,Grešova,500,131,-41,356,1612859489610,9,9,31,29
21.24131,48.99215,23,P,2,2,Na Hlavnej,1,531,Okružná,800,649,-225,385,1612849044625,9,6,37,24
21.24106,48.99219,29,P,9,531,Okružná,1,114,Grešova,500,136,-53,356,1612849434831,9,6,43,54
21.24106,48.99212,29,P,9,531,Okružná,1,114,Grešova,500,150,-328,356,1612853291641,9,7,48,11
21.24142,48.9921,23,P,2,2,Na Hlavnej,1,531,Okružná,800,640,-68,385,1612859684721,9,9,34,44
21.24146,48.99209,23,P,2,2,Na Hlavnej,1,531,Okružná,800,630,17,385,1612863196296,9,10,33,16
21.24143,48.99212,23,P,2,2,Na Hlavnej,1,531,Okružná,800,635,-230,385,1612845442886,9,5,37,22
21.2412,48.992,29,P,9,531,Okružná,1,114,Grešova,500,159,-414,356,1612856263042,9,8,37,43
21.24108,48.99227,29,P,9,531,Okružná,1,114,Grešova,500,127,-408,356,1612856248031,9,8,37,28
21.24128,48.99193,29,P,9,531,Okružná,1,114,Grešova,500,177,0,356,1612863061213,9,10,31,1
21.24147,48.99197,29,P,9,531,Okružná,1,114,Grešova,500,186,-43,356,1612859504614,9,9,31,44
21.24108,48.99226,29,P,9,531,Okružná,1,114,Grešova,500,131,3,356,1612863046211,9,10,30,46
21.24142,48.99208,23,P,2,2,Na Hlavnej,1,531,Okružná,800,611,33,390,1612675967635,7,6,32,47
21.24121,48.99197,29,P,9,531,Okružná,1,114,Grešova,500,163,20,394,1612683035861,7,8,30,35
21.2411,48.9921,29,P,8,532,Floriánova,2,531,Okružná,540,540,-50,394,1612679464233,7,7,31,4
21.24135,48.99193,29,P,9,531,Okružná,1,114,Grešova,500,163,44,378,1612693795867,7,11,29,55
21.24108,48.99207,29,P,8,532,Floriánova,2,531,Okružná,540,540,-74,378,1612701089231,7,13,31,29
21.24099,48.99235,29,P,9,531,Okružná,1,114,Grešova,500,118,-33,394,1612704675978,7,14,31,15
21.24146,48.99196,29,P,9,531,Okružná,1,114,Grešova,500,159,-87,378,1612722744453,7,19,32,24
21.24108,48.9924,29,P,9,531,Okružná,1,114,Grešova,500,113,47,378,1612693780858,7,11,29,40
21.2411,48.99205,29,P,9,531,Okružná,1,114,Grešova,500,145,-176,378,1612708427738,7,15,33,47
21.24113,48.99202,29,P,9,531,Okružná,1,114,Grešova,500,159,-44,394,1612719097714,7,18,31,37
21.24109,48.99219,29,P,9,531,Okružná,1,114,Grešova,500,127,-16,392,1612621866527,6,15,31,6
21.24108,48.99213,29,P,9,531,Okružná,1,114,Grešova,500,145,89,394,1612711759207,7,16,29,19
21.24108,48.99213,29,P,9,531,Okružná,1,114,Grešova,500,140,-47,378,1612715495946,7,17,31,35
21.24149,48.99199,29,P,9,531,Okružná,1,114,Grešova,500,159,-50,378,1612701104240,7,13,31,44
21.24135,48.99216,23,P,2,2,Na Hlavnej,1,531,Okružná,800,640,42,385,1612711083918,7,16,18,3
21.24113,48.99208,29,P,9,531,Okružná,1,114,Grešova,500,127,76,394,1612697367490,7,12,29,27
21.24109,48.99215,29,P,9,531,Okružná,1,114,Grešova,500,136,-22,394,1612719082703,7,18,31,22
21.24124,48.99194,29,P,9,531,Okružná,1,114,Grešova,500,145,-80,378,1612722729442,7,19,32,9
21.24112,48.99198,29,P,9,531,Okružná,1,114,Grešova,500,159,-20,394,1612676597885,7,6,43,17
21.24098,48.99237,29,P,8,532,Floriánova,2,531,Okružná,540,540,-79,378,1612686697527,7,9,31,37
21.24109,48.99214,29,P,9,531,Okružná,1,114,Grešova,500,145,-64,380,1612593112864,6,7,31,52
21.24107,48.99214,29,P,9,531,Okružná,1,114,Grešova,500,136,-39,397,1612935815899,10,6,43,35
21.24109,48.99212,29,P,9,531,Okružná,1,114,Grešova,500,140,-78,397,1612949532448,10,10,32,12
21.24134,48.99196,29,P,9,531,Okružná,1,114,Grešova,500,163,-316,397,1612942584053,10,8,36,24
21.2411,48.99212,29,P,9,531,Okružná,1,114,Grešova,500,136,-206,397,1612939582725,10,7,46,22
21.24146,48.99197,29,P,9,531,Okružná,1,114,Grešova,500,177,-59,397,1612945930635,10,9,32,10
21.24106,48.99236,23,P,2,2,Na Hlavnej,1,531,Okružná,800,658,-156,364,1612936881390,10,7,1,21
21.24109,48.99217,29,P,9,531,Okružná,1,114,Grešova,500,131,-55,397,1612945915628,10,9,31,55
21.24091,48.99248,29,P,9,531,Okružná,1,114,Grešova,500,104,63,376,1614258990082,25,14,16,30
21.24132,48.99211,23,P,2,2,Na Hlavnej,1,531,Okružná,800,644,-56,368,1614271265720,25,17,41,5
21.2411,48.99204,29,P,9,531,Okružná,1,114,Grešova,500,154,37,359,1614269810039,25,17,16,50
21.24091,48.99249,29,P,9,531,Okružná,1,114,Grešova,500,100,-27,376,1614273471683,25,18,17,51
21.24136,48.99192,29,P,9,531,Okružná,1,114,Grešova,500,177,-24,376,1614273486689,25,18,18,6
21.24131,48.99196,29,P,9,531,Okružná,1,114,Grešova,500,172,87,359,1614276968138,25,19,16,8
21.24108,48.99222,29,P,9,531,Okružná,1,114,Grešova,500,136,-68,376,1614262726645,25,15,18,46
21.24138,48.99196,29,P,9,531,Okružná,1,114,Grešova,500,181,67,376,1614259005087,25,14,16,45
21.24132,48.99193,29,P,9,531,Okružná,1,114,Grešova,500,177,-43,376,1614266313427,25,16,18,33
21.24106,48.99228,29,P,9,531,Okružná,1,114,Grešova,500,131,40,376,1614255418535,25,13,16,58
21.24109,48.99229,23,P,2,2,Na Hlavnej,1,531,Okružná,800,677,-20,368,1614274837268,25,18,40,37
21.24131,48.99196,29,P,9,531,Okružná,1,114,Grešova,500,172,87,359,1614276983145,25,19,16,23
21.24105,48.99217,29,P,9,531,Okružná,1,114,Grešova,500,136,104,393,1614317277016,26,6,27,57
21.24103,48.99235,29,P,9,531,Okružná,1,114,Grešova,500,113,87,393,1614320878949,26,7,27,58
21.24095,48.99238,29,P,9,531,Okružná,1,114,Grešova,500,104,82,393,1614323775303,26,8,16,15
21.24098,48.99241,29,P,9,531,Okružná,1,114,Grešova,500,104,-51,393,1614338286629,26,12,18,6
21.24142,48.992,29,P,9,531,Okružná,1,114,Grešova,500,172,87,393,1614320893951,26,7,28,13
21.24139,48.99198,29,P,9,531,Okružná,1,114,Grešova,500,168,-54,393,1614331128407,26,10,18,48
21.2411,48.99225,29,P,9,531,Okružná,1,114,Grešova,500,127,-153,393,1614345610181,26,14,20,10
21.24141,48.99208,23,P,2,2,Na Hlavnej,1,531,Okružná,800,635,17,368,1614354014268,26,16,40,14
21.24111,48.99206,29,P,8,532,Floriánova,2,531,Okružná,540,540,-107,393,1614352738617,26,16,18,58
21.2411,48.99204,29,P,9,531,Okružná,1,114,Grešova,500,150,-91,393,1614349151761,26,15,19,11
21.24126,48.99192,29,P,9,531,Okružná,1,114,Grešova,500,163,-77,375,1614356355478,26,17,19,15
21.2411,48.99201,29,P,9,531,Okružná,1,114,Grešova,500,136,-79,375,1614363543895,26,19,19,3
21.24119,48.99199,29,P,9,531,Okružná,1,114,Grešova,500,154,102,393,1614341753267,26,13,15,53
21.24101,48.99232,29,P,9,531,Okružná,1,114,Grešova,500,118,-74,375,1614356340474,26,17,19,0
21.24109,48.99207,29,P,8,532,Floriánova,2,531,Okružná,540,540,-106,375,1614363528894,26,19,18,48
21.2411,48.99209,29,P,9,531,Okružná,1,114,Grešova,500,145,-100,393,1614359957213,26,18,19,17
21.24137,48.99212,23,P,2,2,Na Hlavnej,1,531,Okružná,800,644,40,368,1614364789479,26,19,39,49
21.24113,48.99203,29,P,9,531,Okružná,1,114,Grešova,500,159,-10,376,1614244658158,25,10,17,38
21.24098,48.9925,23,P,2,2,Na Hlavnej,1,531,Okružná,800,715,-74,368,1614230506584,25,6,21,46
21.24111,48.99205,29,P,9,531,Okružná,1,114,Grešova,500,154,-1,376,1614237454834,25,8,17,34
21.24113,48.992,29,P,9,531,Okružná,1,114,Grešova,500,159,29,376,1614241026447,25,9,17,6
21.24112,48.992,29,P,9,531,Okružná,1,114,Grešova,500,159,-9,376,1614230986782,25,6,29,46
21.24095,48.99247,29,P,9,531,Okružná,1,114,Grešova,500,104,-9,376,1614234573523,25,7,29,33
21.24113,48.99203,29,P,9,531,Okružná,1,114,Grešova,500,159,-11,376,1614234588512,25,7,29,48
21.24122,48.99217,23,P,2,2,Na Hlavnej,1,531,Okružná,800,663,26,368,1614226799793,25,5,19,59
21.24099,48.99242,29,P,9,531,Okružná,1,114,Grešova,500,113,-5,376,1614248244813,25,11,17,24
21.24123,48.99193,29,P,9,531,Okružná,1,114,Grešova,500,172,-5,376,1614248259817,25,11,17,39
21.2411,48.9921,29,P,9,531,Okružná,1,114,Grešova,500,150,34,376,1614251816627,25,12,16,56
21.24108,48.9923,23,P,2,2,Na Hlavnej,1,531,Okružná,800,635,44,404,1613065991632,11,18,53,11
21.24114,48.99228,23,P,2,2,Na Hlavnej,1,531,Okružná,800,616,52,404,1613062375211,11,17,52,55
21.24138,48.99195,29,P,9,531,Okružná,1,114,Grešova,500,172,-1,359,1614144576223,24,6,29,36
21.24105,48.99224,29,P,9,531,Okružná,1,114,Grešova,500,127,-232,359,1614158488084,24,10,21,28
21.24097,48.99246,23,P,2,2,Na Hlavnej,1,531,Okružná,800,691,88,408,1614141829953,24,5,43,49
21.24098,48.99245,29,P,9,531,Okružná,1,114,Grešova,500,109,-2,359,1614144561216,24,6,29,21
21.24096,48.9925,29,P,9,531,Okružná,1,114,Grešova,500,100,-100,359,1614154751391,24,9,19,11
21.24105,48.99234,29,P,9,531,Okružná,1,114,Grešova,500,122,37,359,1614165421308,24,12,17,1
21.24102,48.99242,23,P,2,2,Na Hlavnej,1,531,Okružná,800,687,99,405,1614098324626,23,17,38,44
21.24107,48.99213,29,P,9,531,Okružná,1,114,Grešova,500,140,20,376,1614183444065,24,17,17,24
21.24139,48.99198,29,P,9,531,Okružná,1,114,Grešova,500,168,27,359,1614179827397,24,16,17,7
21.24136,48.99196,29,P,9,531,Okružná,1,114,Grešova,500,172,46,359,1614187016038,24,18,16,56
21.24101,48.99239,29,P,9,531,Okružná,1,114,Grešova,500,113,48,359,1614187001032,24,18,16,41
21.2412,48.99199,29,P,9,531,Okružná,1,114,Grešova,500,163,-15,380,1612596669488,6,8,31,9
21.24109,48.99213,29,P,9,531,Okružná,1,114,Grešova,500,140,-86,380,1612603932901,6,10,32,12
21.2412,48.99197,29,P,9,531,Okružná,1,114,Grešova,500,159,-46,380,1612618294762,6,14,31,34
21.24115,48.99208,29,P,8,532,Floriánova,2,531,Okružná,540,540,33,392,1612636213433,6,19,30,13
21.24117,48.99202,29,P,9,531,Okružná,1,114,Grešova,500,150,9,392,1612607444657,6,11,30,44
21.24109,48.99209,29,P,8,532,Floriánova,2,531,Okružná,540,540,41,380,1612625378217,6,16,29,38
21.24134,48.99195,29,P,9,531,Okružná,1,114,Grešova,500,150,67,380,1612625393229,6,16,29,53
21.24115,48.99208,29,P,8,532,Floriánova,2,531,Okružná,540,540,33,392,1612636198429,6,19,29,58
21.24115,48.99196,29,P,9,531,Okružná,1,114,Grešova,500,140,27,380,1612632611655,6,18,30,11
21.24124,48.99193,29,P,9,531,Okružná,1,114,Grešova,500,145,167,392,1612614483073,6,13,28,3
21.24105,48.99226,29,P,9,531,Okružná,1,114,Grešova,500,122,-83,392,1612629130033,6,17,32,10
21.24115,48.99208,29,P,8,532,Floriánova,2,531,Okružná,540,540,33,392,1612636183685,6,19,29,43
21.2409,48.9925,29,P,9,531,Okružná,1,114,Grešova,500,104,-68,380,1612590231479,6,6,43,51
21.24109,48.99203,29,P,9,531,Okružná,1,114,Grešova,500,159,-71,380,1612590246484,6,6,44,6
21.24139,48.99196,29,P,9,531,Okružná,1,114,Grešova,500,168,108,378,1613823339597,20,13,15,39
21.24111,48.99208,29,P,8,532,Floriánova,2,531,Okružná,540,540,-6,378,1613830618305,20,15,16,58
21.24122,48.99195,29,P,9,531,Okružná,1,114,Grešova,500,140,26,378,1613837806679,20,17,16,46
21.24107,48.99231,29,P,9,531,Okružná,1,114,Grešova,500,140,-8,400,1613841438355,20,18,17,18
21.24113,48.99211,29,P,8,532,Floriánova,2,531,Okružná,540,540,-4,378,1613845010205,20,19,16,50
21.24113,48.99211,29,P,8,532,Floriánova,2,531,Okružná,540,540,-4,378,1613845040219,20,19,17,20
21.24143,48.99209,23,P,2,2,Na Hlavnej,1,531,Okružná,800,640,-7,385,1613811919126,20,10,5,19
21.24111,48.99233,23,P,2,2,Na Hlavnej,1,531,Okružná,800,677,55,385,1613833469626,20,16,4,29
21.24113,48.99211,29,P,8,532,Floriánova,2,531,Okružná,540,540,-4,378,1613845025205,20,19,17,5
21.24108,48.99217,29,P,9,531,Okružná,1,114,Grešova,500,145,27,366,1613798937970,20,6,28,57
21.24106,48.9923,29,P,9,531,Okružná,1,114,Grešova,500,140,-70,366,1613812714541,20,10,18,34
21.24106,48.99222,29,P,9,531,Okružná,1,114,Grešova,500,140,-62,366,1613801909366,20,7,18,29
21.24107,48.99246,23,P,2,2,Na Hlavnej,1,531,Okružná,800,715,46,385,1613804685723,20,8,4,45
21.24113,48.99198,29,P,9,531,Okružná,1,114,Grešova,500,154,58,378,1613816181020,20,11,16,21
21.24113,48.99206,29,P,9,531,Okružná,1,114,Grešova,500,159,-30,366,1613827076560,20,14,17,56
21.24144,48.992,29,P,9,531,Okružná,1,114,Grešova,500,186,-66,366,1613801924374,20,7,18,44
21.24134,48.99195,29,P,9,531,Okružná,1,114,Grešova,500,163,0,378,1613809037828,20,9,17,17
21.24139,48.99191,29,P,9,531,Okružná,1,114,Grešova,500,172,-1,378,1613909855758,21,13,17,35
21.2414,48.99214,23,P,2,2,Na Hlavnej,1,531,Okružná,800,644,63,385,1613912647031,21,14,4,7
21.24107,48.99206,29,P,8,532,Floriánova,2,531,Okružná,540,540,22,378,1613924202509,21,17,16,42
21.24146,48.99194,29,P,9,531,Okružná,1,114,Grešova,500,159,46,378,1613924217537,21,17,16,57
21.24144,48.9921,23,P,2,2,Na Hlavnej,1,531,Okružná,800,635,-15,385,1613927128910,21,18,5,28
21.24114,48.99211,29,P,8,532,Floriánova,2,531,Okružná,540,540,12,378,1613931405930,21,19,16,45
21.24145,48.99195,29,P,9,531,Okružná,1,114,Grešova,500,154,27,378,1613917029025,21,15,17,9
21.24111,48.99203,29,P,8,532,Floriánova,2,531,Okružná,540,540,2,378,1613917014014,21,15,16,54
21.24146,48.99196,29,P,9,531,Okružná,1,114,Grešova,500,163,37,378,1613931420943,21,19,17,0
21.24127,48.99197,29,P,9,531,Okružná,1,114,Grešova,500,168,35,397,1613737004023,19,13,16,44
21.2411,48.99209,29,P,8,532,Floriánova,2,531,Okružná,540,540,-36,375,1613758643533,19,19,17,23
21.24115,48.9923,23,P,2,2,Na Hlavnej,1,531,Okružná,800,649,-14,365,1613737214026,19,13,20,14
21.24141,48.99198,29,P,9,531,Okružná,1,114,Grešova,500,177,-56,397,1613744296915,19,15,18,16
21.24106,48.99215,29,P,9,531,Okružná,1,114,Grešova,500,136,-81,375,1613751530213,19,17,18,50
21.24132,48.99195,29,P,9,531,Okružná,1,114,Grešova,500,172,-9,397,1613755041905,19,18,17,21
