lon,lat,Nazov,DELAY,Current_Stop,From,Destination,Current_Time,Current_Day,Current_Hour,Current_Minutes,Current_Seconds
21.26872,48.72291,R 800 GEMERAN POĽANA,0,Košice,Prešov,Bratislava-Nové Mesto,1611868417914,28,22,13,37
21.241086,48.873332,Os 8533 ,0,Ličartovce,Lipany,Košice,1611868447924,28,22,14,7
21.26872,48.72291,R 800 GEMERAN POĽANA,0,Košice,Prešov,Bratislava-Nové Mesto,1611868477934,28,22,14,37
21.26872,48.72291,R 800 GEMERAN POĽANA,0,Košice,Prešov,Bratislava-Nové Mesto,1611868658052,28,22,17,38
21.82483,48.86766,R 614 TATRAN ZEMPLÍN,0,Strážske,Humenné,Bratislava hlavná stanica,1611868688052,28,22,18,8
21.26872,48.72291,R 800 GEMERAN POĽANA,0,Košice,Prešov,Bratislava-Nové Mesto,1611868748045,28,22,19,8
21.01324,48.89469,Os 7834 ,60,Margecany,Košice,Spišská Nová Ves,1611868808064,28,22,20,8
21.6262,48.52172,Os 8835 ,60,Michaľany,Košice,Čierna nad Tisou,1611868823062,28,22,20,23
21.89858,48.75074,REX 1913 ,0,Michalovce,Košice,Humenné,1611869318205,28,22,28,38
21.89858,48.75074,R 614 TATRAN ZEMPLÍN,0,Michalovce,Humenné,Bratislava hlavná stanica,1611869408240,28,22,30,8
21.89858,48.75074,REX 1913 ,0,Michalovce,Košice,Humenné,1611869408240,28,22,30,8
21.89858,48.75074,REX 1913 ,0,Michalovce,Košice,Humenné,1611869558309,28,22,32,38
21.17186,48.59126,R 815 GEMERAN,0,Veľká Ida,Bratislava hlavná stanica,Košice,1611869828428,28,22,37,8
21.01324,48.89469,EN 442 Slovakia,0,Margecany,Humenné,Žilina,1611869978512,28,22,39,38
21.82483,48.86766,Os 9135 ,0,Strážske,Prešov,Humenné,1611870008537,28,22,40,8
21.82483,48.86766,Os 9135 ,0,Strážske,Prešov,Humenné,1611870068568,28,22,41,8
21.82483,48.86766,Os 9135 ,0,Strážske,Prešov,Humenné,1611870218594,28,22,43,38
21.82483,48.86766,Os 9135 ,0,Strážske,Prešov,Humenné,1611870443672,28,22,47,23
21.82483,48.86766,Os 9135 ,0,Strážske,Prešov,Humenné,1611870488694,28,22,48,8
21.82483,48.86766,Os 9135 ,0,Strážske,Prešov,Humenné,1611870518709,28,22,48,38
21.82483,48.86766,Os 9135 ,0,Strážske,Prešov,Humenné,1611870533722,28,22,48,53
21.22393,48.85288,Os 8536 ,0,Kysak,Košice,Lipany,1611870548729,28,22,49,8
21.71184,48.63306,R 614 TATRAN ZEMPLÍN,0,Trebišov,Humenné,Bratislava hlavná stanica,1611870698786,28,22,51,38
21.82483,48.86766,Os 9135 ,0,Strážske,Prešov,Humenné,1611870698786,28,22,51,38
21.71184,48.63306,R 614 TATRAN ZEMPLÍN,0,Trebišov,Humenné,Bratislava hlavná stanica,1611870758796,28,22,52,38
21.82483,48.86766,Os 9135 ,0,Strážske,Prešov,Humenné,1611870758796,28,22,52,38
21.82483,48.86766,Os 9135 ,0,Strážske,Prešov,Humenné,1611871028917,28,22,57,8
20.52637,49.25529,Os 8336 ,480,Podolínec,Stará Ľubovňa,Poprad-Tatry,1611871734180,28,23,8,54
22.05519,48.95489,Os 9439 ,0,Dlhé nad Cirochou,Humenné,Stakčín,1611872619574,28,23,23,39
20.51402,48.63529,R 800 GEMERAN POĽANA,-360,Rožňava,Prešov,Bratislava-Nové Mesto,1611872649586,28,23,24,9
20.51402,48.63529,R 800 GEMERAN POĽANA,-360,Rožňava,Prešov,Bratislava-Nové Mesto,1611872664623,28,23,24,24
20.56151,48.95041,R 613 TATRAN,300,Spišská Nová Ves,Bratislava hlavná stanica,Košice,1611872784646,28,23,26,24
21.24601,48.7958,Os 7826 ,0,Kostoľany nad Hornádom,Košice,Poprad-Tatry,1611852082292,28,17,41,22
21.22393,48.85288,Os 7827 ,0,Kysak,Poprad-Tatry,Košice,1611852217300,28,17,43,37
21.22393,48.85288,Os 7827 ,0,Kysak,Poprad-Tatry,Košice,1611852442326,28,17,47,22
20.94725,48.85834,Os 7427 ,0,Gelnica,Nálepkovo,Margecany,1611852472317,28,17,47,52
21.22393,48.85288,Os 7827 ,0,Kysak,Poprad-Tatry,Košice,1611852472317,28,17,47,52
20.94725,48.85834,Os 7427 ,0,Gelnica,Nálepkovo,Margecany,1611852592316,28,17,49,52
20.52637,49.25529,Os 8328 ,300,Podolínec,Stará Ľubovňa,Poprad-Tatry,1611852592316,28,17,49,52
20.63426,48.91024,Os 7829 ,60,Markušovce,Poprad-Tatry,Košice,1611852712274,28,17,51,52
22.172956,48.983733,Os 9428 ,0,Snina,Stakčín,Humenné,1611853042332,28,17,57,22
21.249126,48.983379,Os 8527 ,360,Prešov,Lipany,Košice,1611853372281,28,18,2,52
21.0886,49.10324,Os 8524 ,300,Sabinov,Košice,Lipany,1611853387341,28,18,3,7
21.90506,49.26186,Os 8927 ,0,Medzilaborce,Humenné,Medzilaborce mesto,1611853417394,28,18,3,37
21.0886,49.10324,Os 8524 ,300,Sabinov,Košice,Lipany,1611853447346,28,18,4,7
21.01324,48.89469,Os 7826 ,0,Margecany,Košice,Poprad-Tatry,1611853777352,28,18,9,37
21.75188,48.85705,Os 9127 ,0,Nižný Hrabovec,Prešov,Humenné,1611853867355,28,18,11,7
21.77576,48.65229,REX 1909 ,120,Hrinište,Košice,Humenné,1611853972333,28,18,12,52
22.05519,48.95489,Os 9428 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611853987370,28,18,13,7
21.75188,48.85705,Os 9128 ,0,Nižný Hrabovec,Humenné,Prešov,1611854017357,28,18,13,37
22.05519,48.95489,Os 9428 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611854047369,28,18,14,7
21.22393,48.85288,Os 8526 ,60,Kysak,Košice,Lipany,1611854047369,28,18,14,7
22.05519,48.95489,Os 9428 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611854197401,28,18,16,37
22.05519,48.95489,Os 9429 ,0,Dlhé nad Cirochou,Humenné,Stakčín,1611854197401,28,18,16,37
22.05519,48.95489,Os 9429 ,0,Dlhé nad Cirochou,Humenné,Stakčín,1611854212304,28,18,16,52
21.83458,48.67913,REX 1914 ,0,Bánovce nad Ondavou,Humenné,Košice,1611854227419,28,18,17,7
21.249126,48.983379,Os 8526 ,300,Prešov,Košice,Lipany,1611855277380,28,18,34,37
21.249126,48.983379,Os 8526 ,300,Prešov,Košice,Lipany,1611855292371,28,18,34,52
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611855427381,28,18,37,7
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611855592356,28,18,39,52
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611855652455,28,18,40,52
21.01324,48.89469,RR 764 TATRAN,120,Margecany,Košice,Trenčín,1611855847389,28,18,44,7
21.22393,48.85288,Os 7829 ,0,Kysak,Poprad-Tatry,Košice,1611856102373,28,18,48,22
21.20295,49.04477,Os 8529 ,0,Veľký Šariš,Lipany,Košice,1611856207410,28,18,50,7
21.22393,48.85288,Os 8528 ,60,Kysak,Košice,Lipany,1611857257434,28,19,7,37
20.56151,48.95041,RR 764 TATRAN,300,Spišská Nová Ves,Košice,Trenčín,1611857587468,28,19,13,7
21.31413,49.14945,Os 9229 ,0,Raslavice,Prešov,Bardejov,1611857617465,28,19,13,37
21.32044,49.04386,Os 9131 ,0,Kapušany pri Prešove,Prešov,Humenné,1611857662460,28,19,14,22
21.32044,49.04386,Os 9128 ,0,Kapušany pri Prešove,Humenné,Prešov,1611857707466,28,19,15,7
21.31413,49.14945,Os 9229 ,0,Raslavice,Prešov,Bardejov,1611857707466,28,19,15,7
21.32044,49.04386,Os 9128 ,0,Kapušany pri Prešove,Humenné,Prešov,1611857722463,28,19,15,22
22.05519,48.95489,Os 9430 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611857722463,28,19,15,22
21.32044,49.04386,Os 9128 ,0,Kapušany pri Prešove,Humenné,Prešov,1611857737465,28,19,15,37
22.05519,48.95489,Os 9430 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611857737465,28,19,15,37
22.05519,48.95489,Os 9431 ,0,Dlhé nad Cirochou,Humenné,Stakčín,1611857737465,28,19,15,37
22.05519,48.95489,Os 9430 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611857797410,28,19,16,37
22.05519,48.95489,Os 9431 ,0,Dlhé nad Cirochou,Humenné,Stakčín,1611857797410,28,19,16,37
21.95465,49.05145,Os 8931 ,0,Koškovce,Humenné,Medzilaborce mesto,1611858157469,28,19,22,37
20.81501,48.81167,Os 7428 ,0,Mníšek nad Hnilcom,Margecany,Nálepkovo,1611858637445,28,19,30,37
21.249126,48.983379,Os 8528 ,-60,Prešov,Košice,Lipany,1611858697446,28,19,31,37
21.249126,48.983379,Os 8528 ,-60,Prešov,Košice,Lipany,1611858817597,28,19,33,37
21.42887,48.67311,Os 8830 ,420,Ruskov,Čierna nad Tisou,Košice,1611860317492,28,19,58,37
21.90506,49.26186,Os 8931 ,0,Medzilaborce,Humenné,Medzilaborce mesto,1611860452516,28,20,0,52
21.22393,48.85288,Os 8530 ,60,Kysak,Košice,Lipany,1611860812497,28,20,6,52
21.22393,48.85288,Os 8530 ,60,Kysak,Košice,Lipany,1611861037503,28,20,10,37
21.75188,48.85705,Os 9131 ,0,Nižný Hrabovec,Prešov,Humenné,1611861052503,28,20,10,52
21.75188,48.85705,Os 9131 ,0,Nižný Hrabovec,Prešov,Humenné,1611861112505,28,20,11,52
21.75188,48.85705,Os 9131 ,0,Nižný Hrabovec,Prešov,Humenné,1611861187505,28,20,13,7
21.241086,48.873332,Os 8555 ,60,Ličartovce,Prešov,Kysak,1611861397505,28,20,16,37
21.241086,48.873332,Os 8555 ,60,Ličartovce,Prešov,Kysak,1611861457509,28,20,17,37
21.67319,48.89062,Os 9132 ,0,Vranov nad Topľou,Humenné,Prešov,1611861817535,28,20,23,37
21.71184,48.63306,EN 442 Slovakia,0,Trebišov,Humenné,Žilina,1611862072534,28,20,27,52
21.01324,48.89469,Os 7833 ,600,Margecany,Poprad-Tatry,Košice,1611862252533,28,20,30,52
21.82483,48.86766,REX 1911 ,0,Strážske,Košice,Humenné,1611862597544,28,20,36,37
21.249126,48.983379,Os 8530 ,360,Prešov,Košice,Lipany,1611862597544,28,20,36,37
21.90506,49.26186,Os 8932 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611862597544,28,20,36,37
21.82483,48.86766,REX 1911 ,0,Strážske,Košice,Humenné,1611862627541,28,20,37,7
21.90506,49.26186,Os 8932 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611862687541,28,20,38,7
21.6674,48.40282,Os 8831 ,300,Slovenské Nové Mesto,Košice,Čierna nad Tisou,1611862867541,28,20,41,7
21.90506,49.26186,Os 8932 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611862912547,28,20,41,52
21.6674,48.40282,Os 8831 ,420,Slovenské Nové Mesto,Košice,Čierna nad Tisou,1611862972550,28,20,42,52
21.31413,49.14945,Os 9232 ,0,Raslavice,Bardejov,Kapušany pri Prešove,1611863107549,28,20,45,7
21.22393,48.85288,Os 7833 ,480,Kysak,Poprad-Tatry,Košice,1611863527562,28,20,52,7
21.22393,48.85288,RR 766 TATRAN,0,Kysak,Košice,Poprad-Tatry,1611863902570,28,20,58,22
20.81501,48.81167,Os 7455 ,0,Mníšek nad Hnilcom,Dobšinská Ľadová Jaskyňa,Margecany,1611863902570,28,20,58,22
21.0886,49.10324,Os 8533 ,0,Sabinov,Lipany,Košice,1611863902570,28,20,58,22
20.81501,48.81167,Os 7455 ,0,Mníšek nad Hnilcom,Dobšinská Ľadová Jaskyňa,Margecany,1611864037579,28,21,0,37
21.0886,49.10324,Os 8533 ,0,Sabinov,Lipany,Košice,1611864037579,28,21,0,37
21.24601,48.7958,Os 7833 ,600,Kostoľany nad Hornádom,Poprad-Tatry,Košice,1611864067578,28,21,1,7
20.81501,48.81167,Os 7455 ,0,Mníšek nad Hnilcom,Dobšinská Ľadová Jaskyňa,Margecany,1611864067578,28,21,1,7
20.81501,48.81167,Os 7455 ,0,Mníšek nad Hnilcom,Dobšinská Ľadová Jaskyňa,Margecany,1611864082576,28,21,1,22
20.81501,48.81167,Os 7455 ,0,Mníšek nad Hnilcom,Dobšinská Ľadová Jaskyňa,Margecany,1611864457597,28,21,7,37
20.81501,48.81167,Os 7455 ,0,Mníšek nad Hnilcom,Dobšinská Ľadová Jaskyňa,Margecany,1611864517593,28,21,8,37
21.57934,48.58169,Os 8834 ,0,Kuzmice,Čierna nad Tisou,Košice,1611864517593,28,21,8,37
22.05519,48.95489,Os 9434 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611864787614,28,21,13,7
21.26872,48.72291,EN 442 Slovakia,-180,Košice,Humenné,Žilina,1611864817614,28,21,13,37
21.57934,48.58169,Os 8834 ,0,Kuzmice,Čierna nad Tisou,Košice,1611864817614,28,21,13,37
22.05519,48.95489,Os 9434 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611864847610,28,21,14,7
21.57934,48.58169,Os 8834 ,0,Kuzmice,Čierna nad Tisou,Košice,1611864847610,28,21,14,7
21.26872,48.72291,EN 442 Slovakia,-180,Košice,Humenné,Žilina,1611864862641,28,21,14,22
21.57934,48.58169,Os 8834 ,0,Kuzmice,Čierna nad Tisou,Košice,1611864877607,28,21,14,37
21.95465,49.05145,Os 8935 ,0,Koškovce,Humenné,Medzilaborce,1611864877607,28,21,14,37
22.05519,48.95489,Os 9435 ,0,Dlhé nad Cirochou,Humenné,Stakčín,1611864877607,28,21,14,37
22.05519,48.95489,Os 9435 ,0,Dlhé nad Cirochou,Humenné,Stakčín,1611864997616,28,21,16,37
21.26872,48.72291,EN 442 Slovakia,-180,Košice,Humenné,Žilina,1611865027613,28,21,17,7
21.26872,48.72291,EN 442 Slovakia,-180,Košice,Humenné,Žilina,1611865087644,28,21,18,7
21.95465,49.05145,Os 8935 ,0,Koškovce,Humenné,Medzilaborce,1611865147611,28,21,19,7
21.57934,48.58169,Os 8834 ,0,Kuzmice,Čierna nad Tisou,Košice,1611865207616,28,21,20,7
21.57934,48.58169,Os 8834 ,0,Kuzmice,Čierna nad Tisou,Košice,1611865237616,28,21,20,37
21.95465,49.05145,Os 8935 ,0,Koškovce,Humenné,Medzilaborce,1611865252618,28,21,20,52
21.26872,48.72291,EN 442 Slovakia,-180,Košice,Humenné,Žilina,1611865297619,28,21,21,37
21.249126,48.983379,Os 8533 ,-60,Prešov,Lipany,Košice,1611865297619,28,21,21,37
21.249126,48.983379,Os 8533 ,-60,Prešov,Lipany,Košice,1611865477625,28,21,24,37
21.26872,48.72291,EN 442 Slovakia,-180,Košice,Humenné,Žilina,1611865492620,28,21,24,52
21.249126,48.983379,Os 8533 ,-60,Prešov,Lipany,Košice,1611865492620,28,21,24,52
21.26872,48.72291,EN 442 Slovakia,-180,Košice,Humenné,Žilina,1611865597632,28,21,26,37
21.95465,49.05145,Os 8935 ,0,Koškovce,Humenné,Medzilaborce,1611865597632,28,21,26,37
21.249126,48.983379,Os 8533 ,-60,Prešov,Lipany,Košice,1611865612627,28,21,26,52
21.95465,49.05145,Os 8935 ,0,Koškovce,Humenné,Medzilaborce,1611865612627,28,21,26,52
21.26872,48.72291,EN 442 Slovakia,-180,Košice,Humenné,Žilina,1611865687626,28,21,28,7
21.249126,48.983379,Os 8533 ,-60,Prešov,Lipany,Košice,1611865687626,28,21,28,7
21.26872,48.72291,EN 442 Slovakia,-180,Košice,Humenné,Žilina,1611865897643,28,21,31,37
21.249126,48.983379,Os 8533 ,-60,Prešov,Lipany,Košice,1611865897643,28,21,31,37
21.26872,48.72291,EN 442 Slovakia,-180,Košice,Humenné,Žilina,1611866287647,28,21,38,7
21.249126,48.983379,Os 8533 ,-60,Prešov,Lipany,Košice,1611866287647,28,21,38,7
21.249126,48.983379,Os 8533 ,-60,Prešov,Lipany,Košice,1611866422653,28,21,40,22
21.42887,48.67311,Os 8834 ,180,Ruskov,Čierna nad Tisou,Košice,1611866437650,28,21,40,37
21.26872,48.72291,EN 442 Slovakia,-180,Košice,Humenné,Žilina,1611866467656,28,21,41,7
21.249126,48.983379,Os 8533 ,-60,Prešov,Lipany,Košice,1611866467656,28,21,41,7
21.26872,48.72291,EN 442 Slovakia,-180,Košice,Humenné,Žilina,1611866512663,28,21,41,52
21.26872,48.72291,EN 442 Slovakia,-180,Košice,Humenné,Žilina,1611866647660,28,21,44,7
21.249126,48.983379,Os 8533 ,-60,Prešov,Lipany,Košice,1611866797660,28,21,46,37
21.26872,48.72291,EN 442 Slovakia,-180,Košice,Humenné,Žilina,1611866917663,28,21,48,37
21.249126,48.983379,Os 8533 ,-60,Prešov,Lipany,Košice,1611866947672,28,21,49,7
20.88621,48.92171,R 611 TATRAN,480,Krompachy,Bratislava hlavná stanica,Košice,1611866962662,28,21,49,22
21.249126,48.983379,Os 8533 ,-60,Prešov,Lipany,Košice,1611866992662,28,21,49,52
21.249126,48.983379,Os 8533 ,-60,Prešov,Lipany,Košice,1611867052682,28,21,50,52
21.26872,48.72291,EN 442 Slovakia,-180,Košice,Humenné,Žilina,1611867412674,28,21,56,52
21.26872,48.72291,R 800 GEMERAN POĽANA,0,Košice,Prešov,Bratislava-Nové Mesto,1611867457677,28,21,57,37
21.26872,48.72291,R 800 GEMERAN POĽANA,0,Košice,Prešov,Bratislava-Nové Mesto,1611867517686,28,21,58,37
21.26872,48.72291,R 800 GEMERAN POĽANA,0,Košice,Prešov,Bratislava-Nové Mesto,1611867697737,28,22,1,37
21.26872,48.72291,R 800 GEMERAN POĽANA,0,Košice,Prešov,Bratislava-Nové Mesto,1611867802787,28,22,3,22
21.26872,48.72291,R 800 GEMERAN POĽANA,0,Košice,Prešov,Bratislava-Nové Mesto,1611868237886,28,22,10,37
21.26872,48.72291,R 800 GEMERAN POĽANA,0,Košice,Prešov,Bratislava-Nové Mesto,1611868297897,28,22,11,37
21.82483,48.86766,REX 1913 ,0,Strážske,Košice,Humenné,1611870218594,28,22,43,38
21.82483,48.86766,REX 1913 ,0,Strážske,Košice,Humenné,1611870248601,28,22,44,8
21.22393,48.85288,Os 8536 ,0,Kysak,Košice,Lipany,1611870533722,28,22,48,53
21.82483,48.86766,Os 9135 ,0,Strážske,Prešov,Humenné,1611870548729,28,22,49,8
21.82483,48.86766,Os 9135 ,0,Strážske,Prešov,Humenné,1611870593735,28,22,49,53
20.52637,49.25529,Os 8336 ,240,Podolínec,Stará Ľubovňa,Poprad-Tatry,1611871509100,28,23,5,9
20.52637,49.25529,Os 8337 ,0,Podolínec,Poprad-Tatry,Stará Ľubovňa,1611871599139,28,23,6,39
20.52637,49.25529,Os 8336 ,360,Podolínec,Stará Ľubovňa,Poprad-Tatry,1611871614144,28,23,6,54
20.52637,49.25529,Os 8336 ,420,Podolínec,Stará Ľubovňa,Poprad-Tatry,1611871689163,28,23,8,9
21.22393,48.85288,RR 764 TATRAN,480,Kysak,Košice,Trenčín,1611941787925,29,18,36,27
21.629827,48.61264,REX 1914 ,60,Čeľovce,Humenné,Košice,1611941787925,29,18,36,27
21.22393,48.85288,RR 764 TATRAN,480,Kysak,Košice,Trenčín,1611941802927,29,18,36,42
21.629827,48.61264,REX 1914 ,60,Čeľovce,Humenné,Košice,1611941802927,29,18,36,42
21.22393,48.85288,RR 764 TATRAN,480,Kysak,Košice,Trenčín,1611941847928,29,18,37,27
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611941847928,29,18,37,27
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611941862922,29,18,37,42
21.22393,48.85288,RR 764 TATRAN,480,Kysak,Košice,Trenčín,1611941862922,29,18,37,42
21.22393,48.85288,RR 764 TATRAN,480,Kysak,Košice,Trenčín,1611941877925,29,18,37,57
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611941877925,29,18,37,57
21.22393,48.85288,RR 764 TATRAN,480,Kysak,Košice,Trenčín,1611941892927,29,18,38,12
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611941892927,29,18,38,12
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611941937925,29,18,38,57
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611941967930,29,18,39,27
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611941982969,29,18,39,42
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611941997928,29,18,39,57
21.99927,48.39944,Os 8830 ,0,Pribeník,Čierna nad Tisou,Košice,1611941997928,29,18,39,57
21.99927,48.39944,Os 8830 ,0,Pribeník,Čierna nad Tisou,Košice,1611942012931,29,18,40,12
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611942012931,29,18,40,12
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611942027925,29,18,40,27
21.99927,48.39944,Os 8830 ,0,Pribeník,Čierna nad Tisou,Košice,1611942027925,29,18,40,27
21.99927,48.39944,Os 8830 ,0,Pribeník,Čierna nad Tisou,Košice,1611942042938,29,18,40,42
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611942042938,29,18,40,42
21.99927,48.39944,Os 8830 ,0,Pribeník,Čierna nad Tisou,Košice,1611942087934,29,18,41,27
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611942087934,29,18,41,27
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611942117929,29,18,41,57
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611942177933,29,18,42,57
21.56926,48.98993,Os 9128 ,0,Čierne nad Topľou,Humenné,Prešov,1611942177933,29,18,42,57
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611942207964,29,18,43,27
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611942222931,29,18,43,42
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611942237945,29,18,43,57
21.90506,49.26186,Os 8928 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611942252931,29,18,44,12
21.75771,48.39034,Os 8827 ,240,Streda nad Bodrogom,Košice,Čierna nad Tisou,1611942357931,29,18,45,57
21.01324,48.89469,Os 7428 ,300,Margecany,Margecany,Nálepkovo,1611942447943,29,18,47,27
21.01324,48.89469,Os 7428 ,300,Margecany,Margecany,Nálepkovo,1611942462934,29,18,47,42
21.01324,48.89469,Os 7428 ,360,Margecany,Margecany,Nálepkovo,1611942477947,29,18,47,57
21.24837,48.63143,R 813 GEMERAN,480,Haniska pri Košiciach,Bratislava hlavná stanica,Košice,1611942477947,29,18,47,57
21.24837,48.63143,R 813 GEMERAN,480,Haniska pri Košiciach,Bratislava hlavná stanica,Košice,1611942492934,29,18,48,12
21.01324,48.89469,Os 7428 ,360,Margecany,Margecany,Nálepkovo,1611942492934,29,18,48,12
21.01324,48.89469,Os 7428 ,360,Margecany,Margecany,Nálepkovo,1611942507967,29,18,48,27
21.01324,48.89469,Os 7428 ,420,Margecany,Margecany,Nálepkovo,1611942537940,29,18,48,57
21.01324,48.89469,Os 7428 ,420,Margecany,Margecany,Nálepkovo,1611942552934,29,18,49,12
21.01324,48.89469,Os 7428 ,420,Margecany,Margecany,Nálepkovo,1611942567935,29,18,49,27
21.22393,48.85288,Os 7829 ,0,Kysak,Poprad-Tatry,Košice,1611942567935,29,18,49,27
21.01324,48.89469,Os 7428 ,480,Margecany,Margecany,Nálepkovo,1611942597937,29,18,49,57
21.22393,48.85288,Os 7829 ,0,Kysak,Poprad-Tatry,Košice,1611942597937,29,18,49,57
21.01324,48.89469,Os 7428 ,480,Margecany,Margecany,Nálepkovo,1611942612936,29,18,50,12
21.22393,48.85288,Os 7829 ,0,Kysak,Poprad-Tatry,Košice,1611942612936,29,18,50,12
21.01324,48.89469,RR 764 TATRAN,720,Margecany,Košice,Trenčín,1611942657939,29,18,50,57
21.22393,48.85288,Os 7829 ,0,Kysak,Poprad-Tatry,Košice,1611942657939,29,18,50,57
21.01324,48.89469,Os 7428 ,540,Margecany,Margecany,Nálepkovo,1611942657939,29,18,50,57
21.01324,48.89469,Os 7428 ,540,Margecany,Margecany,Nálepkovo,1611942687942,29,18,51,27
21.22393,48.85288,Os 7829 ,0,Kysak,Poprad-Tatry,Košice,1611942687942,29,18,51,27
21.01324,48.89469,Os 7428 ,540,Margecany,Margecany,Nálepkovo,1611942702939,29,18,51,42
21.22393,48.85288,Os 7829 ,0,Kysak,Poprad-Tatry,Košice,1611942702939,29,18,51,42
21.20295,49.04477,Os 8529 ,180,Veľký Šariš,Čirč,Košice,1611942717943,29,18,51,57
21.32044,49.04386,Os 9229 ,0,Kapušany pri Prešove,Prešov,Bardejov,1611942717943,29,18,51,57
21.20295,49.04477,Os 8529 ,180,Veľký Šariš,Čirč,Košice,1611942732937,29,18,52,12
21.32044,49.04386,Os 9229 ,0,Kapušany pri Prešove,Prešov,Bardejov,1611942732937,29,18,52,12
21.20295,49.04477,Os 8529 ,180,Veľký Šariš,Čirč,Košice,1611942747941,29,18,52,27
21.20295,49.04477,Os 8529 ,180,Veľký Šariš,Čirč,Košice,1611942762941,29,18,52,42
22.172956,48.983733,Os 9430 ,0,Snina,Stakčín,Humenné,1611943047960,29,18,57,27
21.249126,48.983379,Os 8529 ,180,Prešov,Čirč,Košice,1611943377968,29,19,2,57
21.249126,48.983379,Os 8529 ,180,Prešov,Čirč,Košice,1611943437993,29,19,3,57
20.81501,48.81167,REX 823 ,0,Mníšek nad Hnilcom,Banská Bystrica,Margecany,1611943497963,29,19,4,57
20.81501,48.81167,REX 823 ,0,Mníšek nad Hnilcom,Banská Bystrica,Margecany,1611943512962,29,19,5,12
21.01324,48.89469,R 612 TATRAN,0,Margecany,Košice,Bratislava hlavná stanica,1611848482239,28,16,41,22
21.24837,48.63143,Os 6424 ,420,Haniska pri Košiciach,Košice,Moldava nad Bodvou mesto,1611848482239,28,16,41,22
21.67169,48.57716,Os 9024 ,0,Úpor,Trebišov,Michaľany,1611848497177,28,16,41,37
21.24837,48.63143,Os 6424 ,480,Haniska pri Košiciach,Košice,Moldava nad Bodvou mesto,1611848512188,28,16,41,52
21.90506,49.26186,Os 8924 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611848512188,28,16,41,52
21.90506,49.26186,Os 8924 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611848602198,28,16,43,22
21.67169,48.57716,Os 9024 ,0,Úpor,Trebišov,Michaľany,1611848602198,28,16,43,22
21.67169,48.57716,Os 9024 ,0,Úpor,Trebišov,Michaľany,1611848662209,28,16,44,22
21.71184,48.63306,REX 1907 ,0,Trebišov,Košice,Humenné,1611848692207,28,16,44,52
21.67169,48.57716,Os 9024 ,0,Úpor,Trebišov,Michaľany,1611848707227,28,16,45,7
21.67169,48.57716,Os 9024 ,0,Úpor,Trebišov,Michaľany,1611848752217,28,16,45,52
21.71184,48.63306,REX 1907 ,0,Trebišov,Košice,Humenné,1611848767217,28,16,46,7
21.67169,48.57716,Os 9024 ,0,Úpor,Trebišov,Michaľany,1611848767217,28,16,46,7
21.71184,48.63306,REX 1907 ,0,Trebišov,Košice,Humenné,1611848782201,28,16,46,22
