lon,lat,Nazov,DELAY,Current_Stop,From,Destination,Current_Time,Current_Day,Current_Hour,Current_Minutes,Current_Seconds
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611815607218,28,7,33,27
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611815637183,28,7,33,57
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611815652036,28,7,34,12
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611815697229,28,7,34,57
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611815712073,28,7,35,12
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611815727176,28,7,35,27
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611815787215,28,7,36,27
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611815817187,28,7,36,57
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611815847206,28,7,37,27
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611815877254,28,7,37,57
21.249126,48.983379,Os 8504 ,60,Prešov,Košice,Lipany,1611815877254,28,7,37,57
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611815892186,28,7,38,12
21.249126,48.983379,Os 8504 ,60,Prešov,Košice,Lipany,1611815892186,28,7,38,12
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611815907213,28,7,38,27
21.249126,48.983379,Os 8504 ,60,Prešov,Košice,Lipany,1611815907213,28,7,38,27
21.99773,48.57161,Os 9306 ,0,Vojany,Veľké Kapušany,Bánovce nad Ondavou,1611815907213,28,7,38,27
20.88621,48.92171,RR 765 TATRAN,1260,Krompachy,Poprad-Tatry,Košice,1611815937219,28,7,38,57
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611815937219,28,7,38,57
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611815937219,28,7,38,57
21.249126,48.983379,Os 8504 ,60,Prešov,Košice,Lipany,1611815937219,28,7,38,57
21.99773,48.57161,Os 9306 ,0,Vojany,Veľké Kapušany,Bánovce nad Ondavou,1611815937219,28,7,38,57
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611815967356,28,7,39,27
20.88621,48.92171,RR 765 TATRAN,1260,Krompachy,Poprad-Tatry,Košice,1611815967356,28,7,39,27
21.249126,48.983379,Os 8504 ,60,Prešov,Košice,Lipany,1611815967356,28,7,39,27
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611815967356,28,7,39,27
21.99773,48.57161,Os 9306 ,0,Vojany,Veľké Kapušany,Bánovce nad Ondavou,1611815967356,28,7,39,27
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611815982259,28,7,39,42
20.88621,48.92171,RR 765 TATRAN,1260,Krompachy,Poprad-Tatry,Košice,1611815982259,28,7,39,42
21.249126,48.983379,Os 8504 ,60,Prešov,Košice,Lipany,1611815982259,28,7,39,42
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611815982259,28,7,39,42
21.99773,48.57161,Os 9306 ,0,Vojany,Veľké Kapušany,Bánovce nad Ondavou,1611815982259,28,7,39,42
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611816027280,28,7,40,27
21.249126,48.983379,Os 8504 ,60,Prešov,Košice,Lipany,1611816027280,28,7,40,27
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816027280,28,7,40,27
21.99773,48.57161,Os 9306 ,0,Vojany,Veľké Kapušany,Bánovce nad Ondavou,1611816027280,28,7,40,27
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611816057289,28,7,40,57
21.249126,48.983379,Os 8504 ,60,Prešov,Košice,Lipany,1611816057289,28,7,40,57
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816057289,28,7,40,57
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611816072294,28,7,41,12
21.249126,48.983379,Os 8504 ,60,Prešov,Košice,Lipany,1611816072294,28,7,41,12
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816072294,28,7,41,12
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611816148347,28,7,42,28
21.249126,48.983379,Os 8504 ,60,Prešov,Košice,Lipany,1611816148347,28,7,42,28
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816148347,28,7,42,28
21.22393,48.85288,R 801 GEMERAN POĽANA,0,Kysak,Bratislava-Nové Mesto,Prešov,1611816177341,28,7,42,57
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816177341,28,7,42,57
21.249126,48.983379,Os 8504 ,60,Prešov,Košice,Lipany,1611816177341,28,7,42,57
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816237375,28,7,43,57
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816252375,28,7,44,12
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816267388,28,7,44,27
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816267388,28,7,44,27
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816327419,28,7,45,27
21.67169,48.57716,Os 9006 ,0,Úpor,Trebišov,Michaľany,1611816327419,28,7,45,27
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816327419,28,7,45,27
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816387503,28,7,46,27
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816387503,28,7,46,27
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816447512,28,7,47,27
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816447512,28,7,47,27
20.56151,48.95041,EN 443 Slovakia,0,Spišská Nová Ves,Žilina,Humenné,1611816477509,28,7,47,57
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816477509,28,7,47,57
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816477509,28,7,47,57
20.56151,48.95041,EN 443 Slovakia,0,Spišská Nová Ves,Žilina,Humenné,1611816492578,28,7,48,12
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816492578,28,7,48,12
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816492578,28,7,48,12
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816507527,28,7,48,27
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816507527,28,7,48,27
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816537520,28,7,48,57
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816537520,28,7,48,57
20.94725,48.85834,Os 7406 ,0,Gelnica,Margecany,Nálepkovo,1611816567540,28,7,49,27
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816567540,28,7,49,27
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816567540,28,7,49,27
20.94725,48.85834,Os 7406 ,0,Gelnica,Margecany,Nálepkovo,1611816597558,28,7,49,57
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816597558,28,7,49,57
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816597558,28,7,49,57
20.94725,48.85834,Os 7406 ,0,Gelnica,Margecany,Nálepkovo,1611816612616,28,7,50,12
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816612616,28,7,50,12
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816612616,28,7,50,12
20.94725,48.85834,Os 7406 ,0,Gelnica,Margecany,Nálepkovo,1611816627571,28,7,50,27
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816627571,28,7,50,27
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816627571,28,7,50,27
20.94725,48.85834,Os 7406 ,0,Gelnica,Margecany,Nálepkovo,1611816642593,28,7,50,42
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816642593,28,7,50,42
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816642593,28,7,50,42
20.94725,48.85834,Os 7406 ,0,Gelnica,Margecany,Nálepkovo,1611816687598,28,7,51,27
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816687598,28,7,51,27
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816687598,28,7,51,27
20.94725,48.85834,Os 7406 ,0,Gelnica,Margecany,Nálepkovo,1611816702622,28,7,51,42
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816702622,28,7,51,42
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816702622,28,7,51,42
20.94725,48.85834,Os 7406 ,0,Gelnica,Margecany,Nálepkovo,1611816717670,28,7,51,57
21.82483,48.86766,REX 1904 ,0,Strážske,Humenné,Košice,1611816717670,28,7,51,57
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816717670,28,7,51,57
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816717670,28,7,51,57
20.94725,48.85834,Os 7406 ,0,Gelnica,Margecany,Nálepkovo,1611816747646,28,7,52,27
21.82483,48.86766,REX 1904 ,0,Strážske,Humenné,Košice,1611816747646,28,7,52,27
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816747646,28,7,52,27
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816747646,28,7,52,27
20.94725,48.85834,Os 7406 ,0,Gelnica,Margecany,Nálepkovo,1611816762662,28,7,52,42
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816762662,28,7,52,42
21.82483,48.86766,REX 1904 ,0,Strážske,Humenné,Košice,1611816762662,28,7,52,42
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816762662,28,7,52,42
20.94725,48.85834,Os 7406 ,0,Gelnica,Margecany,Nálepkovo,1611816777689,28,7,52,57
21.82483,48.86766,REX 1904 ,0,Strážske,Humenné,Košice,1611816777689,28,7,52,57
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816777689,28,7,52,57
21.92383,48.63202,Os 9306 ,-180,Budkovce,Veľké Kapušany,Bánovce nad Ondavou,1611816777689,28,7,52,57
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816777689,28,7,52,57
20.94725,48.85834,Os 7406 ,0,Gelnica,Margecany,Nálepkovo,1611816792629,28,7,53,12
21.82483,48.86766,REX 1904 ,0,Strážske,Humenné,Košice,1611816792629,28,7,53,12
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816792629,28,7,53,12
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816792629,28,7,53,12
21.92383,48.63202,Os 9306 ,-180,Budkovce,Veľké Kapušany,Bánovce nad Ondavou,1611816792629,28,7,53,12
21.82483,48.86766,REX 1904 ,0,Strážske,Humenné,Košice,1611816837709,28,7,53,57
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816837709,28,7,53,57
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816837709,28,7,53,57
20.94725,48.85834,Os 7406 ,0,Gelnica,Margecany,Nálepkovo,1611816837709,28,7,53,57
20.94725,48.85834,Os 7406 ,0,Gelnica,Margecany,Nálepkovo,1611816852647,28,7,54,12
21.82483,48.86766,REX 1904 ,0,Strážske,Humenné,Košice,1611816852647,28,7,54,12
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816852647,28,7,54,12
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816852647,28,7,54,12
21.82483,48.86766,Os 9105 ,0,Strážske,Prešov,Humenné,1611816897693,28,7,54,57
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816897693,28,7,54,57
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816927749,28,7,55,27
21.249126,48.983379,Os 8507 ,0,Prešov,Lipany,Košice,1611816957696,28,7,55,57
21.6674,48.40282,Os 8808 ,0,Slovenské Nové Mesto,Čierna nad Tisou,Košice,1611817137760,28,7,58,57
21.6674,48.40282,Os 8808 ,0,Slovenské Nové Mesto,Čierna nad Tisou,Košice,1611817167771,28,7,59,27
21.6674,48.40282,Os 8808 ,0,Slovenské Nové Mesto,Čierna nad Tisou,Košice,1611817197781,28,7,59,57
21.42887,48.67311,Os 8807 ,480,Ruskov,Košice,Čierna nad Tisou,1611817257828,28,8,0,57
21.42887,48.67311,Os 8807 ,480,Ruskov,Košice,Čierna nad Tisou,1611817272859,28,8,1,12
21.42887,48.67311,Os 8807 ,540,Ruskov,Košice,Čierna nad Tisou,1611817287855,28,8,1,27
21.42887,48.67311,Os 8807 ,540,Ruskov,Košice,Čierna nad Tisou,1611817302866,28,8,1,42
21.42887,48.67311,Os 8807 ,540,Ruskov,Košice,Čierna nad Tisou,1611817347883,28,8,2,27
21.90506,49.26186,Os 8907 ,0,Medzilaborce,Humenné,Medzilaborce mesto,1611817347883,28,8,2,27
21.42887,48.67311,Os 8807 ,600,Ruskov,Košice,Čierna nad Tisou,1611817377894,28,8,2,57
21.90506,49.26186,Os 8907 ,0,Medzilaborce,Humenné,Medzilaborce mesto,1611817377894,28,8,2,57
21.42887,48.67311,Os 8807 ,600,Ruskov,Košice,Čierna nad Tisou,1611817392902,28,8,3,12
21.90506,49.26186,Os 8907 ,0,Medzilaborce,Humenné,Medzilaborce mesto,1611817392902,28,8,3,12
21.90506,49.26186,Os 8907 ,0,Medzilaborce,Humenné,Medzilaborce mesto,1611817407908,28,8,3,27
21.90506,49.26186,Os 8907 ,0,Medzilaborce,Humenné,Medzilaborce mesto,1611817422902,28,8,3,42
21.89858,48.75074,REX 1904 ,0,Michalovce,Humenné,Košice,1611817437910,28,8,3,57
21.22393,48.85288,RR 765 TATRAN,1260,Kysak,Poprad-Tatry,Košice,1611817467918,28,8,4,27
21.89858,48.75074,REX 1904 ,0,Michalovce,Humenné,Košice,1611817467918,28,8,4,27
21.22393,48.85288,RR 765 TATRAN,1260,Kysak,Poprad-Tatry,Košice,1611817482979,28,8,4,42
21.89858,48.75074,REX 1904 ,0,Michalovce,Humenné,Košice,1611817482979,28,8,4,42
21.89858,48.75074,REX 1904 ,0,Michalovce,Humenné,Košice,1611817528008,28,8,5,28
21.89858,48.75074,REX 1904 ,0,Michalovce,Humenné,Košice,1611817542948,28,8,5,42
20.88565,48.82017,Os 7406 ,0,Prakovce,Margecany,Nálepkovo,1611817618096,28,8,6,58
20.88565,48.82017,Os 7406 ,0,Prakovce,Margecany,Nálepkovo,1611817633014,28,8,7,13
22.05519,48.95489,Os 9408 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611817948166,28,8,12,28
22.05519,48.95489,Os 9408 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611817963198,28,8,12,43
21.01324,48.89469,Os 7806 ,300,Margecany,Košice,Poprad-Tatry,1611817978168,28,8,12,58
22.05519,48.95489,Os 9408 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611817978168,28,8,12,58
21.01324,48.89469,Os 7806 ,300,Margecany,Košice,Poprad-Tatry,1611817993199,28,8,13,13
22.05519,48.95489,Os 9408 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611817993199,28,8,13,13
21.01324,48.89469,Os 7806 ,360,Margecany,Košice,Poprad-Tatry,1611818008173,28,8,13,28
22.05519,48.95489,Os 9408 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611818008173,28,8,13,28
21.01324,48.89469,Os 7806 ,360,Margecany,Košice,Poprad-Tatry,1611818023308,28,8,13,43
22.05519,48.95489,Os 9408 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611818023308,28,8,13,43
22.05519,48.95489,Os 9408 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611818038218,28,8,13,58
22.05519,48.95489,Os 9408 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611818053260,28,8,14,13
22.05519,48.95489,Os 9408 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611818068206,28,8,14,28
22.05519,48.95489,Os 9408 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611818188261,28,8,16,28
22.05519,48.95489,Os 9408 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611818278293,28,8,17,58
22.05519,48.95489,Os 9408 ,0,Dlhé nad Cirochou,Stakčín,Humenné,1611818293386,28,8,18,13
20.471821,49.184593,Os 8308 ,180,Spišská Belá zastávka,Stará Ľubovňa,Poprad-Tatry,1611818368342,28,8,19,28
20.471821,49.184593,Os 8308 ,180,Spišská Belá zastávka,Stará Ľubovňa,Poprad-Tatry,1611818383386,28,8,19,43
20.471821,49.184593,Os 8308 ,180,Spišská Belá zastávka,Stará Ľubovňa,Poprad-Tatry,1611818398360,28,8,19,58
20.471821,49.184593,Os 8308 ,180,Spišská Belá zastávka,Stará Ľubovňa,Poprad-Tatry,1611818413418,28,8,20,13
20.471821,49.184593,Os 8308 ,180,Spišská Belá zastávka,Stará Ľubovňa,Poprad-Tatry,1611818428378,28,8,20,28
20.471821,49.184593,Os 8308 ,180,Spišská Belá zastávka,Stará Ľubovňa,Poprad-Tatry,1611818443417,28,8,20,43
20.471821,49.184593,Os 8308 ,180,Spišská Belá zastávka,Stará Ľubovňa,Poprad-Tatry,1611818458388,28,8,20,58
21.133704,48.87403,Os 7809 ,180,Malá Lodina,Liptovský Mikuláš,Košice,1611818488389,28,8,21,28
21.133704,48.87403,Os 7809 ,180,Malá Lodina,Liptovský Mikuláš,Košice,1611818503449,28,8,21,43
21.133704,48.87403,Os 7809 ,180,Malá Lodina,Liptovský Mikuláš,Košice,1611818578434,28,8,22,58
21.133704,48.87403,Os 7809 ,180,Malá Lodina,Liptovský Mikuláš,Košice,1611818593449,28,8,23,13
21.133704,48.87403,Os 7809 ,180,Malá Lodina,Liptovský Mikuláš,Košice,1611818608459,28,8,23,28
21.133704,48.87403,Os 7809 ,180,Malá Lodina,Liptovský Mikuláš,Košice,1611818623464,28,8,23,43
20.88621,48.92171,Os 7806 ,240,Krompachy,Košice,Poprad-Tatry,1611818668485,28,8,24,28
21.133704,48.87403,Os 7809 ,180,Malá Lodina,Liptovský Mikuláš,Košice,1611818668485,28,8,24,28
21.22393,48.85288,Os 8507 ,180,Kysak,Lipany,Košice,1611818668485,28,8,24,28
21.22393,48.85288,R 604 TATRAN,60,Kysak,Košice,Bratislava hlavná stanica,1611818698510,28,8,24,58
21.133704,48.87403,Os 7809 ,180,Malá Lodina,Liptovský Mikuláš,Košice,1611818698510,28,8,24,58
21.245198,48.911472,Os 8506 ,180,Drienovská Nová Ves,Košice,Lipany,1611818698510,28,8,24,58
21.22393,48.85288,Os 8507 ,180,Kysak,Lipany,Košice,1611818698510,28,8,24,58
21.22393,48.85288,R 604 TATRAN,60,Kysak,Košice,Bratislava hlavná stanica,1611818728515,28,8,25,28
21.71184,48.63306,REX 1904 ,0,Trebišov,Humenné,Košice,1611818728515,28,8,25,28
21.133704,48.87403,Os 7809 ,180,Malá Lodina,Liptovský Mikuláš,Košice,1611818728515,28,8,25,28
21.22393,48.85288,Os 8507 ,180,Kysak,Lipany,Košice,1611818728515,28,8,25,28
21.22393,48.85288,R 604 TATRAN,60,Kysak,Košice,Bratislava hlavná stanica,1611818743526,28,8,25,43
21.71184,48.63306,REX 1904 ,0,Trebišov,Humenné,Košice,1611818743526,28,8,25,43
21.133704,48.87403,Os 7809 ,180,Malá Lodina,Liptovský Mikuláš,Košice,1611818743526,28,8,25,43
21.22393,48.85288,Os 8507 ,180,Kysak,Lipany,Košice,1611818743526,28,8,25,43
21.133704,48.87403,Os 7809 ,180,Malá Lodina,Liptovský Mikuláš,Košice,1611818758597,28,8,25,58
21.71184,48.63306,REX 1904 ,0,Trebišov,Humenné,Košice,1611818758597,28,8,25,58
21.22393,48.85288,R 604 TATRAN,60,Kysak,Košice,Bratislava hlavná stanica,1611818758597,28,8,25,58
21.133704,48.87403,Os 7809 ,180,Malá Lodina,Liptovský Mikuláš,Košice,1611818773544,28,8,26,13
21.71184,48.63306,REX 1904 ,0,Trebišov,Humenné,Košice,1611818773544,28,8,26,13
21.22393,48.85288,R 604 TATRAN,60,Kysak,Košice,Bratislava hlavná stanica,1611818773544,28,8,26,13
21.22393,48.85288,R 604 TATRAN,60,Kysak,Košice,Bratislava hlavná stanica,1611818818607,28,8,26,58
21.71184,48.63306,REX 1904 ,0,Trebišov,Humenné,Košice,1611818818607,28,8,26,58
21.133704,48.87403,Os 7809 ,180,Malá Lodina,Liptovský Mikuláš,Košice,1611818818607,28,8,26,58
21.71184,48.63306,REX 1904 ,0,Trebišov,Humenné,Košice,1611818848651,28,8,27,28
21.22393,48.85288,R 604 TATRAN,60,Kysak,Košice,Bratislava hlavná stanica,1611818848651,28,8,27,28
21.22393,48.85288,R 604 TATRAN,60,Kysak,Košice,Bratislava hlavná stanica,1611818863576,28,8,27,43
21.71184,48.63306,REX 1904 ,0,Trebišov,Humenné,Košice,1611818863576,28,8,27,43
21.71184,48.63306,REX 1904 ,0,Trebišov,Humenné,Košice,1611818908713,28,8,28,28
21.71184,48.63306,REX 1904 ,0,Trebišov,Humenné,Košice,1611818923622,28,8,28,43
21.71184,48.63306,REX 1904 ,0,Trebišov,Humenné,Košice,1611818938646,28,8,28,58
21.22393,48.85288,EN 443 Slovakia,0,Kysak,Žilina,Humenné,1611818938646,28,8,28,58
21.22393,48.85288,EN 443 Slovakia,0,Kysak,Žilina,Humenné,1611818953683,28,8,29,13
21.71184,48.63306,REX 1904 ,0,Trebišov,Humenné,Košice,1611818953683,28,8,29,13
21.22393,48.85288,EN 443 Slovakia,0,Kysak,Žilina,Humenné,1611818968643,28,8,29,28
21.22393,48.85288,EN 443 Slovakia,0,Kysak,Žilina,Humenné,1611819028683,28,8,30,28
21.22393,48.85288,EN 443 Slovakia,0,Kysak,Žilina,Humenné,1611819058686,28,8,30,58
21.22393,48.85288,EN 443 Slovakia,0,Kysak,Žilina,Humenné,1611819073686,28,8,31,13
21.26872,48.72291,Os 8809 ,360,Košice,Košice,Čierna nad Tisou,1611819178723,28,8,32,58
21.26872,48.72291,Os 8809 ,360,Košice,Košice,Čierna nad Tisou,1611819193730,28,8,33,13
21.249126,48.983379,Os 8506 ,300,Prešov,Košice,Lipany,1611819238742,28,8,33,58
21.249126,48.983379,Os 8506 ,300,Prešov,Košice,Lipany,1611819253746,28,8,34,13
21.249126,48.983379,Os 8506 ,300,Prešov,Košice,Lipany,1611819268748,28,8,34,28
21.249126,48.983379,Os 8506 ,300,Prešov,Košice,Lipany,1611819283762,28,8,34,43
21.249126,48.983379,Os 8506 ,300,Prešov,Košice,Lipany,1611819298835,28,8,34,58
21.249126,48.983379,Os 8506 ,300,Prešov,Košice,Lipany,1611819313778,28,8,35,13
21.249126,48.983379,Os 8506 ,420,Prešov,Košice,Lipany,1611819328809,28,8,35,28
21.249126,48.983379,Os 8506 ,420,Prešov,Košice,Lipany,1611819343792,28,8,35,43
21.22393,48.85288,Os 7809 ,0,Kysak,Liptovský Mikuláš,Košice,1611819358832,28,8,35,58
21.249126,48.983379,Os 8506 ,420,Prešov,Košice,Lipany,1611819358832,28,8,35,58
21.22393,48.85288,Os 7809 ,0,Kysak,Liptovský Mikuláš,Košice,1611819373809,28,8,36,13
21.249126,48.983379,Os 8506 ,420,Prešov,Košice,Lipany,1611819373809,28,8,36,13
21.249126,48.983379,Os 8506 ,480,Prešov,Košice,Lipany,1611819388799,28,8,36,28
21.249126,48.983379,Os 8506 ,480,Prešov,Košice,Lipany,1611819403807,28,8,36,43
21.90506,49.26186,Os 8908 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611819418902,28,8,36,58
21.249126,48.983379,Os 8506 ,480,Prešov,Košice,Lipany,1611819418902,28,8,36,58
21.249126,48.983379,Os 8506 ,480,Prešov,Košice,Lipany,1611819433813,28,8,37,13
21.90506,49.26186,Os 8908 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611819433813,28,8,37,13
21.249126,48.983379,Os 8506 ,540,Prešov,Košice,Lipany,1611819448823,28,8,37,28
21.90506,49.26186,Os 8908 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611819448823,28,8,37,28
21.249126,48.983379,Os 8506 ,540,Prešov,Košice,Lipany,1611819463857,28,8,37,43
21.90506,49.26186,Os 8908 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611819463857,28,8,37,43
21.90506,49.26186,Os 8908 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611819508854,28,8,38,28
21.90506,49.26186,Os 8908 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611819568878,28,8,39,28
21.90506,49.26186,Os 8908 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611819583887,28,8,39,43
21.90506,49.26186,Os 8908 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611819688954,28,8,41,28
21.90506,49.26186,Os 8908 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611819718966,28,8,41,58
21.90506,49.26186,Os 8908 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611819809017,28,8,43,29
21.90506,49.26186,Os 8908 ,0,Medzilaborce,Medzilaborce mesto,Humenné,1611819824028,28,8,43,44
21.26872,48.72291,EN 443 Slovakia,0,Košice,Žilina,Humenné,1611819899046,28,8,44,59
21.26872,48.72291,EN 443 Slovakia,0,Košice,Žilina,Humenné,1611819959099,28,8,45,59
21.26872,48.72291,EN 443 Slovakia,0,Košice,Žilina,Humenné,1611819974106,28,8,46,14
21.26872,48.72291,EN 443 Slovakia,0,Košice,Žilina,Humenné,1611820019113,28,8,46,59
21.26872,48.72291,EN 443 Slovakia,0,Košice,Žilina,Humenné,1611820049145,28,8,47,29
21.26872,48.72291,EN 443 Slovakia,0,Košice,Žilina,Humenné,1611820079157,28,8,47,59
21.26872,48.72291,EN 443 Slovakia,0,Košice,Žilina,Humenné,1611820109167,28,8,48,29
21.26872,48.72291,EN 443 Slovakia,0,Košice,Žilina,Humenné,1611820199247,28,8,49,59
21.75771,48.39034,Os 8810 ,-60,Streda nad Bodrogom,Čierna nad Tisou,Košice,1611820199247,28,8,49,59
21.26872,48.72291,EN 443 Slovakia,0,Košice,Žilina,Humenné,1611820214232,28,8,50,14
21.75771,48.39034,Os 8810 ,-60,Streda nad Bodrogom,Čierna nad Tisou,Košice,1611820214232,28,8,50,14
21.26872,48.72291,EN 443 Slovakia,0,Košice,Žilina,Humenné,1611820229242,28,8,50,29
21.75771,48.39034,Os 8810 ,-60,Streda nad Bodrogom,Čierna nad Tisou,Košice,1611820229242,28,8,50,29
