lon,lat,ROUTE_NUMBER,Trip,TripTime,vehicleID,lastStopOrder,lineID,lineType,DELAY,Current_Stop,Current_Stop_ID,Current_Time,Current_Day,Current_Hour,Current_Minutes,Current_Seconds,destination,Dir
21.20985,49.24785,701417,23,690,1007802691,11,1007040362,2,-34,"Hervartov, OcÚ ",1021,1614163636123,24,11,47,16,"Richvald, otoč.",1
21.2511,48.98466,707401,13,710,1007803086,1,1007040395,2,-282,"Prešov,,AS ",2361,1614163636123,24,11,47,16,"Zlatá Baňa, Čierny les",1
21.28226,49.29743,701404,73,710,1007802387,1,1007040356,2,-272,"Bardejov, AS pred žel.st.",2036,1614163681135,24,11,48,1,"Giraltovce, AS",1
21.12885,49.31817,701419,3,685,1007802762,17,1007040364,2,78,"Kružľov, Kruž. H., rázc. nástupište 4",999,1614163681135,24,11,48,1,Livovská Huta,1
20.98294,49.17564,708401,11,700,1007804156,5,1007040429,2,48,"Lúčka, dol. koniec",264,1614163681135,24,11,48,1,"Lúčka, Potoky, hájenka",1
21.41836,49.12164,712453,35,680,1007804987,28,1007040459,2,-40,"Dukovce, č.d. 51",351,1614163681135,24,11,48,1,"Dukovce, OcÚ",1
21.28237,49.29721,701419,81,710,1007802775,1,1007040364,2,-228,"Bardejov, AS pred žel.st.",2036,1614163696144,24,11,48,16,"Snakov, ZŠ",1
21.10113,49.10157,708403,25,685,1007804258,41,1007040431,2,192,Sabinov Slov. spor.,175,1614163726153,24,11,48,46,"Košice, AS",1
20.98177,49.1794,708401,11,700,1007804156,6,1007040429,2,79,"Lúčka, kaplnka",265,1614163771201,24,11,49,31,"Lúčka, Potoky, hájenka",1
21.28226,49.29743,701404,73,710,1007802387,1,1007040356,2,-152,"Bardejov, AS pred žel.st.",2036,1614163786181,24,11,49,46,"Giraltovce, AS",1
21.23943,49.11154,707438,19,670,1007803858,19,1007040413,2,-87,"Terňa, ZŠ",32,1614163786181,24,11,49,46,Veľký Slivník,1
20.97695,48.96267,707419,13,660,1007803511,45,1007040404,2,9,"Ovčie, OcÚ",630,1614163801193,24,11,50,1,"Široké, OcÚ",1
21.11732,49.06253,707430,59,670,1007803685,16,1007040407,2,123,Ostrovany námestie,156,1614163801193,24,11,50,1,"Sabinov, AS",1
21.25078,48.98458,707419,77,705,1007803535,1,1007040404,2,85,"Prešov,,AS ",2361,1614163801193,24,11,50,1,"Chminianske Jakubovany, hor.koniec",1
21.10626,49.09903,708403,25,685,1007804258,42,1007040431,2,274,Sabinov ul. Prešovská,188,1614163801193,24,11,50,1,"Košice, AS",1
21.28226,49.29743,701404,73,710,1007802387,1,1007040356,2,-152,"Bardejov, AS pred žel.st.",2036,1614163831214,24,11,50,31,"Giraltovce, AS",1
21.23923,49.11146,707438,19,670,1007803858,19,1007040413,2,-27,"Terňa, ZŠ",32,1614163831214,24,11,50,31,Veľký Slivník,1
21.10626,49.09903,708403,25,685,1007804258,42,1007040431,2,274,Sabinov ul. Prešovská,188,1614163831214,24,11,50,31,"Košice, AS",1
21.10626,49.09903,708403,25,685,1007804258,42,1007040431,2,274,Sabinov ul. Prešovská,188,1614163846221,24,11,50,46,"Košice, AS",1
21.57393,49.30265,707447,4,680,1007804051,13,1007040418,2,-725,"Svidník,,AS",2662,1614163861234,24,11,51,1,"Prešov, AS",0
21.57393,49.30265,707447,4,680,1007804051,13,1007040418,2,-725,"Svidník,,AS",2662,1614163876232,24,11,51,16,"Prešov, AS",0
20.99382,49.14343,707432,32,660,1007803739,35,1007040409,2,-15,Rožkovany žel. zast. nástupište 2,259,1614163891244,24,11,51,31,"Prešov, AS",0
21.51436,49.11231,701404,57,655,1007802383,42,1007040356,2,-144,"Giraltovce, kult. dom",1460,1614163906258,24,11,51,46,"Giraltovce, AS",1
21.51436,49.11231,701404,57,655,1007802383,42,1007040356,2,-144,"Giraltovce, kult. dom",1460,1614163921262,24,11,52,1,"Giraltovce, AS",1
21.675,48.8912,707449,6,660,1007804075,31,1007040420,2,-445,"Vranov n.T.,,AS",3112,1614163921262,24,11,52,1,"Prešov, AS",0
21.2232,49.00098,707416,35,700,1007803360,5,1007040401,2,-127,"Prešov, Levočská ul.",461,1614163936264,24,11,52,16,"Klenov, OcÚ",1
21.28225,49.29742,701404,73,710,1007802387,1,1007040356,2,-32,"Bardejov, AS pred žel.st.",2036,1614163951282,24,11,52,31,"Giraltovce, AS",1
21.2232,49.00098,707416,35,700,1007803360,5,1007040401,2,-127,"Prešov, Levočská ul.",461,1614163951282,24,11,52,31,"Klenov, OcÚ",1
21.2232,49.00098,707416,35,700,1007803360,5,1007040401,2,-67,"Prešov, Levočská ul.",461,1614163996297,24,11,53,16,"Klenov, OcÚ",1
21.25074,48.98457,707419,77,705,1007803535,1,1007040404,2,324,"Prešov,,AS ",2361,1614163996297,24,11,53,16,"Chminianske Jakubovany, hor.koniec",1
21.45395,49.10811,712453,26,705,1007804968,6,1007040459,2,5,"Kuková, č.d. 27",357,1614163996297,24,11,53,16,"Giraltovce, AS",0
21.01971,49.04617,707424,113,675,1007803650,26,1007040406,2,-58,"Hermanovce, cintorín",567,1614164026297,24,11,53,46,"Štefanovce, hor.koniec",1
21.57395,49.30263,707447,4,680,1007804051,13,1007040418,2,-545,"Svidník,,AS",2662,1614164071305,24,11,54,31,"Prešov, AS",0
21.23766,49.10983,707437,1,680,1007803811,27,1007040412,2,64,"Terňa, potraviny",75,1614164086305,24,11,54,46,Geraltov,1
21.35751,49.04374,707445,18,690,1007803997,43,1007040416,2,61,Lada,927,1614164086305,24,11,54,46,"Prešov, AS",0
21.25074,48.98457,707419,77,705,1007803535,1,1007040404,2,444,"Prešov,,AS ",2361,1614164101320,24,11,55,1,"Chminianske Jakubovany, hor.koniec",1
21.23766,49.10983,707437,1,680,1007803811,27,1007040412,2,64,"Terňa, potraviny",75,1614164101320,24,11,55,1,Geraltov,1
21.26055,48.9452,707408,23,705,1007803240,6,1007040399,2,78,"Petrovany, Správa diaľnic ",1148,1614164101320,24,11,55,1,"Košice, AS",1
21.35751,49.04374,707445,18,690,1007803997,43,1007040416,2,61,Lada,927,1614164101320,24,11,55,1,"Prešov, AS",0
21.13728,49.33902,701418,13,690,1007802723,19,1007040363,2,153,"Kurov, č.d. 11",994,1614164131998,24,11,55,31,Kríže,1
21.15818,49.33061,701424,9,695,1007802850,19,1007040367,2,61,"Sveržov, agrodružstvo ",958,1614164131998,24,11,55,31,"Vyšný Tvarožec, pož.zbroj.",1
21.2596,49.11864,707438,19,670,1007803858,32,1007040413,2,59,Malý Slivník,23,1614164131998,24,11,55,31,Veľký Slivník,1
21.57395,49.30263,707447,4,680,1007804051,13,1007040418,2,-485,"Svidník,,AS",2662,1614164131998,24,11,55,31,"Prešov, AS",0
21.13728,49.33902,701418,13,690,1007802723,19,1007040363,2,153,"Kurov, č.d. 11",994,1614164161376,24,11,56,1,Kríže,1
21.15794,49.33648,701424,9,695,1007802850,20,1007040367,2,22,Sveržov ,960,1614164161376,24,11,56,1,"Vyšný Tvarožec, pož.zbroj.",1
21.01892,49.0249,707421,119,685,1007803602,17,1007040405,2,-71,"Bertotovce, nám.",563,1614164161376,24,11,56,1,"Lipovce, nám.",1
21.47074,49.10133,712453,26,705,1007804968,8,1007040459,2,8,Lúčka rázc.,360,1614164161376,24,11,56,1,"Giraltovce, AS",0
21.15794,49.33648,701424,9,695,1007802850,20,1007040367,2,22,Sveržov ,960,1614164176358,24,11,56,16,"Vyšný Tvarožec, pož.zbroj.",1
21.15794,49.33648,701424,9,695,1007802850,20,1007040367,2,22,Sveržov ,960,1614164191363,24,11,56,31,"Vyšný Tvarožec, pož.zbroj.",1
21.29155,49.30638,701404,73,710,1007802387,3,1007040356,2,145,"Bardejov,PRIEMYSELNÁ-KRUH.OBJAZD",2019,1614164206366,24,11,56,46,"Giraltovce, AS",1
21.13992,49.06784,708403,25,685,1007804258,44,1007040431,2,287,Šarišské Michaľany sídlisko,152,1614164251397,24,11,57,31,"Košice, AS",1
21.31566,49.14978,701411,135,685,1007802518,24,1007040359,2,-75,"Raslavice, Hlavná",331,1614164266420,24,11,57,46,"Koprivnica, Jednota",1
21.57396,49.30263,707447,4,680,1007804051,13,1007040418,2,-305,"Svidník,,AS",2662,1614164281424,24,11,58,1,"Prešov, AS",0
21.20512,49.09854,707435,3,675,1007803766,21,1007040410,2,147,"Habušovce, MŠ",44,1614164296434,24,11,58,16,"Jakubovany, hasičská zbrojnica",1
21.48622,49.09877,712453,26,705,1007804968,9,1007040459,2,60,"Kračúnovce, potraviny",363,1614164296434,24,11,58,16,"Giraltovce, AS",0
21.45022,49.16774,701404,82,700,1007802370,11,1007040356,2,10,"Marhaň, rázc. Koprivnica",394,1614164311448,24,11,58,31,"Bardejov, AS",0
21.20512,49.09854,707435,3,675,1007803766,21,1007040410,2,147,"Habušovce, MŠ",44,1614164311448,24,11,58,31,"Jakubovany, hasičská zbrojnica",1
21.31566,49.14978,701411,135,685,1007802518,24,1007040359,2,-15,"Raslavice, Hlavná",331,1614164327004,24,11,58,47,"Koprivnica, Jednota",1
21.26698,49.29508,701419,81,710,1007802775,3,1007040364,2,275,"Bardejov,IV.ZŠ",2027,1614164386469,24,11,59,46,"Snakov, ZŠ",1
21.32063,49.14997,701411,135,685,1007802518,25,1007040359,2,-96,"Raslavice,zdr.st.",333,1614164431527,24,12,0,31,"Koprivnica, Jednota",1
21.01758,49.17322,708452,39,720,1007804482,1,1007040435,2,-105,"Hanigovce, kostol",253,1614164431527,24,12,0,31,"Sabinov, AS",1
21.25991,48.91309,707408,23,705,1007803240,11,1007040399,2,-31,"Petrovany, most",1160,1614164446487,24,12,0,46,"Košice, AS",1
21.32063,49.14997,701411,135,685,1007802518,25,1007040359,2,-96,"Raslavice,zdr.st.",333,1614164461494,24,12,1,1,"Koprivnica, Jednota",1
21.19734,49.1117,707435,3,675,1007803766,25,1007040410,2,99,Ratvaj,77,1614164506514,24,12,1,46,"Jakubovany, hasičská zbrojnica",1
21.01758,49.17322,708452,39,720,1007804482,1,1007040435,2,-45,"Hanigovce, kostol",253,1614164521517,24,12,2,1,"Sabinov, AS",1
21.32062,49.14997,701411,135,685,1007802518,25,1007040359,2,-36,"Raslavice,zdr.st.",333,1614164536506,24,12,2,16,"Koprivnica, Jednota",1
21.1751,48.9829,707416,35,700,1007803360,8,1007040401,2,68,"Prešov, Cemjata",456,1614164551551,24,12,2,31,"Klenov, OcÚ",1
21.21029,49.04359,708403,25,685,1007804258,48,1007040431,2,306,"Veľký Šariš, rázc.",62,1614164566549,24,12,2,46,"Košice, AS",1
21.01758,49.17322,708452,39,720,1007804482,1,1007040435,2,75,"Hanigovce, kostol",253,1614164641620,24,12,4,1,"Sabinov, AS",1
21.27903,49.29249,701412,204,665,1007802563,37,1007040360,2,4,"Bardejov, Krátky rad ",1164,1614164656587,24,12,4,16,"Bardejov, AS",0
21.16191,48.95426,707417,29,700,1007803397,9,1007040402,2,37,"Bzenov, rázc. Rokycany",519,1614164656587,24,12,4,16,"Bajerov, rázc.Žipov",1
21.17148,48.97661,707416,35,700,1007803360,9,1007040401,2,115,"Prešov, Cemjata, Chatky",520,1614164656587,24,12,4,16,"Klenov, OcÚ",1
21.56759,49.30497,707447,4,680,1007804051,15,1007040418,2,-12,"Svidník, hotel Hoges ",1199,1614164656587,24,12,4,16,"Prešov, AS",0
21.56759,49.30497,707447,4,680,1007804051,15,1007040418,2,-12,"Svidník, hotel Hoges ",1199,1614164671615,24,12,4,31,"Prešov, AS",0
20.97992,49.18286,708401,14,720,1007804145,5,1007040429,2,-26,"Lúčka, nám.",266,1614164701616,24,12,5,1,"Lipany, AS",0
21.3781,49.27442,701404,73,710,1007802387,9,1007040356,2,19,"Hrabovec, č.d. 101",731,1614164716618,24,12,5,16,"Giraltovce, AS",1
21.36819,49.22783,701407,51,700,1007802467,19,1007040358,2,100,"Nižná Voľa, ZŠ",502,1614164716618,24,12,5,16,"Hankovce, rázc.",1
21.28612,49.3031,701427,27,720,1007802894,3,1007040368,2,-69,"Bardejov, OC",2025,1614164716618,24,12,5,16,"Becherov, garáž",1
21.08982,49.10378,708455,21,725,1007804529,1,1007040437,2,-118,"Sabinov,,AS",2316,1614164746615,24,12,5,46,"Drienica, hotel Javorná",1
21.09212,49.25359,701419,3,685,1007802762,56,1007040364,2,125,"Livov, č.d. 9",1714,1614164761638,24,12,6,1,Livovská Huta,1
21.12989,49.31572,701418,13,690,1007802723,26,1007040363,2,144,"Kružľov, Kruž. H., Piloimpr ",1001,1614164791645,24,12,6,31,Kríže,1
21.21193,49.30879,701419,81,710,1007802775,7,1007040364,2,207,Mokroluh,943,1614164791645,24,12,6,31,"Snakov, ZŠ",1
21.31467,48.95076,707401,13,710,1007803086,8,1007040395,2,88,"Dulova Ves, horáreň ",1048,1614164791645,24,12,6,31,"Zlatá Baňa, Čierny les",1
20.98176,49.17933,708401,14,720,1007804145,6,1007040429,2,-27,"Lúčka, kaplnka",265,1614164791645,24,12,6,31,"Lipany, AS",0
21.12989,49.31572,701418,13,690,1007802723,26,1007040363,2,144,"Kružľov, Kruž. H., Piloimpr ",1001,1614164806654,24,12,6,46,Kríže,1
21.31467,48.95076,707401,13,710,1007803086,8,1007040395,2,88,"Dulova Ves, horáreň ",1048,1614164806654,24,12,6,46,"Zlatá Baňa, Čierny les",1
21.32936,48.89624,707405,69,695,1007803182,15,1007040397,2,143,"Mirkovce, ZŠ ",1104,1614164806654,24,12,6,46,"Prešov, AS",1
21.26849,48.87959,707408,23,705,1007803240,13,1007040399,2,-36,"Drienov, PD ",1137,1614164806654,24,12,6,46,"Košice, AS",1
21.23973,49.20657,701414,49,700,1007802650,22,1007040361,2,10,"Hertník, OcÚ",311,1614164821663,24,12,7,1,"Raslavice, žel.st.",1
21.26849,48.87959,707408,23,705,1007803240,13,1007040399,2,-36,"Drienov, PD ",1137,1614164821663,24,12,7,1,"Košice, AS",1
21.28244,49.29748,701427,71,730,1007802887,1,1007040368,2,-339,"Bardejov, AS pred žel.st.",2036,1614164836683,24,12,7,16,"Stebnícka Huta, č.d.44",1
21.25072,48.98459,707418,45,730,1007803458,1,1007040403,2,-333,"Prešov,,AS ",2361,1614164851684,24,12,7,31,"Kojatice, Kojatická Dolina",1
21.23973,49.20657,701414,49,700,1007802650,22,1007040361,2,10,"Hertník, OcÚ",311,1614164866686,24,12,7,46,"Raslavice, žel.st.",1
21.27025,48.87611,707408,23,705,1007803240,14,1007040399,2,-32,"Drienov, hor. koniec ",1135,1614164866686,24,12,7,46,"Košice, AS",1
21.45503,49.2094,701404,82,700,1007802370,18,1007040356,2,11,Kučín,706,1614164881698,24,12,8,1,"Bardejov, AS",0
21.25073,48.98459,707418,45,730,1007803458,1,1007040403,2,-273,"Prešov,,AS ",2361,1614164881698,24,12,8,1,"Kojatice, Kojatická Dolina",1
20.94503,49.043,707421,119,685,1007803602,26,1007040405,2,-51,"Šindliar, Starý mlyn",602,1614164881698,24,12,8,1,"Lipovce, nám.",1
21.25073,48.98459,707418,45,730,1007803458,1,1007040403,2,-273,"Prešov,,AS ",2361,1614164896712,24,12,8,16,"Kojatice, Kojatická Dolina",1
21.59737,48.92757,707449,6,660,1007804075,35,1007040420,2,-47,"Soľ,Jednota",2759,1614164941735,24,12,9,1,"Prešov, AS",0
21.09212,49.25359,701419,3,685,1007802762,56,1007040364,2,125,"Livov, č.d. 9",1714,1614164956723,24,12,9,16,Livovská Huta,1
21.28243,49.29748,701427,71,730,1007802887,1,1007040368,2,-219,"Bardejov, AS pred žel.st.",2036,1614164956723,24,12,9,16,"Stebnícka Huta, č.d.44",1
21.25073,48.98459,707418,45,730,1007803458,1,1007040403,2,-213,"Prešov,,AS ",2361,1614164956723,24,12,9,16,"Kojatice, Kojatická Dolina",1
21.28243,49.29748,701427,71,730,1007802887,1,1007040368,2,-219,"Bardejov, AS pred žel.st.",2036,1614164973511,24,12,9,33,"Stebnícka Huta, č.d.44",1
21.14224,48.96125,707417,29,700,1007803397,12,1007040402,2,-75,Rokycany,651,1614164973511,24,12,9,33,"Bajerov, rázc.Žipov",1
21.25085,48.98486,701412,4,735,1007802524,3,1007040360,2,0,"Prešov,,AS ",2361,1614164986735,24,12,9,46,"Bardejov, AS",0
21.25085,48.98486,701412,4,735,1007802524,3,1007040360,2,0,"Prešov,,AS ",2361,1614165001750,24,12,10,1,"Bardejov, AS",0
21.17248,49.35884,701424,9,695,1007802850,30,1007040367,2,-22,"Nižný Tvarožec, osada ",962,1614165016747,24,12,10,16,"Vyšný Tvarožec, pož.zbroj.",1
21.25073,48.98459,707418,45,730,1007803458,1,1007040403,2,-153,"Prešov,,AS ",2361,1614165031756,24,12,10,31,"Kojatice, Kojatická Dolina",1
21.13127,48.96378,707417,29,700,1007803397,13,1007040402,2,-73,"Rokycany, rázc. Brežany",653,1614165061799,24,12,11,1,"Bajerov, rázc.Žipov",1
21.25073,48.98459,707418,45,730,1007803458,1,1007040403,2,-93,"Prešov,,AS ",2361,1614165061799,24,12,11,1,"Kojatice, Kojatická Dolina",1
21.25061,48.98467,701412,4,735,1007802524,3,1007040360,2,-378,"Prešov,,AS ",2361,1614165091900,24,12,11,31,"Bardejov, AS",0
21.13127,48.96378,707417,29,700,1007803397,13,1007040402,2,-73,"Rokycany, rázc. Brežany",653,1614165091900,24,12,11,31,"Bajerov, rázc.Žipov",1
20.97034,49.04323,707424,22,735,1007803616,8,1007040406,2,0,Štefanovce,591,1614165106807,24,12,11,46,"Prešov, AS",0
21.26136,49.13763,707437,22,730,1007803796,2,1007040412,2,-118,Geraltov,20,1614165106807,24,12,11,46,"Prešov, AS",0
21.25115,48.98517,707442,37,735,1007803910,1,1007040414,2,0,"Prešov,,AS ",2361,1614165106807,24,12,11,46,"Šarišská Poruba, OcÚ",1
21.25139,48.98457,708411,39,735,1007804408,1,1007040433,2,0,"Prešov,,AS ",2361,1614165121820,24,12,12,1,"Sabinov, AS",1
21.26136,49.13763,707437,22,730,1007803796,2,1007040412,2,-58,Geraltov,20,1614165136957,24,12,12,16,"Prešov, AS",0
21.10494,49.12103,708455,21,725,1007804529,7,1007040437,2,6,"Drienica, dol. konec",197,1614165151841,24,12,12,31,"Drienica, hotel Javorná",1
21.15056,49.29317,701418,13,690,1007802723,31,1007040363,2,61,Krivé ,1010,1614165166837,24,12,12,46,Kríže,1
21.44036,49.06719,707444,26,735,1007803932,10,1007040415,2,-343,"Chmeľov,  nám. ",881,1614165166837,24,12,12,46,"Prešov, AS",0
21.3483,48.86871,707405,69,695,1007803182,17,1007040397,2,73,"Brestov, OcÚ ",1108,1614165181867,24,12,13,1,"Prešov, AS",1
20.97034,49.04323,707424,22,735,1007803616,8,1007040406,2,-221,Štefanovce,591,1614165181867,24,12,13,1,"Prešov, AS",0
21.26136,49.13763,707437,22,730,1007803796,2,1007040412,2,-58,Geraltov,20,1614165181867,24,12,13,1,"Prešov, AS",0
21.25252,48.99645,708403,25,685,1007804258,53,1007040431,2,132,"Prešov,Nemocnica J.A.Reimana",2355,1614165196866,24,12,13,16,"Košice, AS",1
21.2506,48.98467,701412,4,735,1007802524,3,1007040360,2,-258,"Prešov,,AS ",2361,1614165211876,24,12,13,31,"Bardejov, AS",0
21.34709,48.86618,707405,69,695,1007803182,18,1007040397,2,66,"Brestov, č.d.13",1110,1614165211876,24,12,13,31,"Prešov, AS",1
21.25121,48.98533,707447,25,735,1007804061,1,1007040418,2,-257,"Prešov,,AS ",2361,1614165256896,24,12,14,16,"Svidník, AS",1
21.44034,49.06718,707444,26,735,1007803932,10,1007040415,2,-283,"Chmeľov,  nám. ",881,1614165256896,24,12,14,16,"Prešov, AS",0
21.26136,49.13763,707437,22,730,1007803796,2,1007040412,2,62,Geraltov,20,1614165256896,24,12,14,16,"Prešov, AS",0
21.44034,49.06718,707444,26,735,1007803932,10,1007040415,2,-223,"Chmeľov,  nám. ",881,1614165271896,24,12,14,31,"Prešov, AS",0
21.25121,48.98533,707447,25,735,1007804061,1,1007040418,2,-257,"Prešov,,AS ",2361,1614165271896,24,12,14,31,"Svidník, AS",1
21.44034,49.06718,707444,26,735,1007803932,10,1007040415,2,-223,"Chmeľov,  nám. ",881,1614165287067,24,12,14,47,"Prešov, AS",0
20.84769,49.14513,708403,230,715,1007804231,44,1007040431,2,-94,"Brezovica,,nám. ",1992,1614165287067,24,12,14,47,"Nižný Slavkov, horný koniec",0
21.13977,49.06788,707432,32,660,1007803739,44,1007040409,2,-86,Šarišské Michaľany sídlisko,152,1614165316932,24,12,15,16,"Prešov, AS",0
20.97034,49.04323,707424,22,735,1007803616,8,1007040406,2,-101,Štefanovce,591,1614165331930,24,12,15,31,"Prešov, AS",0
21.44034,49.06718,707444,26,735,1007803932,10,1007040415,2,-163,"Chmeľov,  nám. ",881,1614165346931,24,12,15,46,"Prešov, AS",0
21.10941,49.13099,708455,21,725,1007804529,9,1007040437,2,-99,"Drienica, hor. koniec",201,1614165346931,24,12,15,46,"Drienica, hotel Javorná",1
21.25061,48.98467,701412,4,735,1007802524,3,1007040360,2,-138,"Prešov,,AS ",2361,1614165361936,24,12,16,1,"Bardejov, AS",0
21.26136,49.13763,707437,22,730,1007803796,2,1007040412,2,122,Geraltov,20,1614165361936,24,12,16,1,"Prešov, AS",0
21.35454,48.85409,707405,69,695,1007803182,33,1007040397,2,70,"Varhaňovce, ZŠ ",1113,1614165391974,24,12,16,31,"Prešov, AS",1
21.28507,48.83664,707408,23,705,1007803240,19,1007040399,2,-48,Janovík,2256,1614165421957,24,12,17,1,"Košice, AS",1
21.08087,49.00383,707419,77,705,1007803535,17,1007040404,2,225,"Chminianska Nová Ves, most",581,1614165421957,24,12,17,1,"Chminianske Jakubovany, hor.koniec",1
21.45433,49.2262,701404,73,710,1007802387,22,1007040356,2,-46,"Kurima, Jednota",711,1614165451966,24,12,17,31,"Giraltovce, AS",1
21.451,48.88975,707403,30,740,1007803116,1,1007040396,2,-260,"Červenica, horný koniec ",1073,1614165467372,24,12,17,47,"Prešov, AS",0
20.97034,49.04323,707424,22,735,1007803616,8,1007040406,2,19,Štefanovce,591,1614165467372,24,12,17,47,"Prešov, AS",0
21.07793,49.00182,707419,77,705,1007803535,19,1007040404,2,244,"Chminianska Nová Ves, potraviny",541,1614165467372,24,12,17,47,"Chminianske Jakubovany, hor.koniec",1
21.07793,49.00182,707419,77,705,1007803535,19,1007040404,2,244,"Chminianska Nová Ves, potraviny",541,1614165496978,24,12,18,16,"Chminianske Jakubovany, hor.koniec",1
21.11495,49.14324,708455,22,740,1007804509,1,1007040437,2,-226,"Drienica, hotel Javorná",202,1614165512033,24,12,18,32,"Sabinov, AS",0
21.19468,49.38521,701424,18,740,1007802838,1,1007040367,2,-230,"Vyšný Tvarožec, pož. zbroj.",967,1614165527010,24,12,18,47,"Bardejov, AS",0
21.2527,48.99638,707452,13,730,1007804104,2,1007040421,2,215,"Prešov,Nemocnica J.A.Reimana",2355,1614165527010,24,12,18,47,"Podhradík, OcÚ",1
21.07723,49.00138,707419,77,705,1007803535,19,1007040404,2,286,"Chminianska Nová Ves, OSC",542,1614165587081,24,12,19,47,"Chminianske Jakubovany, hor.koniec",1
21.11495,49.14324,708455,22,740,1007804509,1,1007040437,2,-166,"Drienica, hotel Javorná",202,1614165587081,24,12,19,47,"Sabinov, AS",0
21.07723,49.00138,707419,77,705,1007803535,19,1007040404,2,286,"Chminianska Nová Ves, OSC",542,1614165618219,24,12,20,18,"Chminianske Jakubovany, hor.koniec",1
21.11495,49.14324,708455,22,740,1007804509,1,1007040437,2,-106,"Drienica, hotel Javorná",202,1614165618219,24,12,20,18,"Sabinov, AS",0
21.18967,49.31726,701423,13,725,1007802820,15,1007040366,2,144,Rokytov ,951,1614165647082,24,12,20,47,"Frička, č.d.21",1
21.21029,49.04367,707432,32,660,1007803739,46,1007040409,2,45,"Veľký Šariš, rázc.",62,1614165647082,24,12,20,47,"Prešov, AS",0
21.43522,49.07343,707444,26,735,1007803932,12,1007040415,2,-20,"Chmeľov, kopec ",878,1614165647082,24,12,20,47,"Prešov, AS",0
21.22308,49.001,707418,45,730,1007803458,7,1007040403,2,-33,"Prešov, Levočská ul.",461,1614165662106,24,12,21,2,"Kojatice, Kojatická Dolina",1
21.25166,49.12042,707437,22,730,1007803796,4,1007040412,2,216,Mošurov,18,1614165662106,24,12,21,2,"Prešov, AS",0
21.24698,49.00358,707452,13,730,1007804104,3,1007040421,2,203,"Prešov, pri mestskom cintoríne",2359,1614165662106,24,12,21,2,"Podhradík, OcÚ",1
21.43522,49.07343,707444,26,735,1007803932,12,1007040415,2,-20,"Chmeľov, kopec ",878,1614165677090,24,12,21,17,"Prešov, AS",0
21.45447,49.22615,701404,82,700,1007802370,22,1007040356,2,0,"Kurima, Jednota",711,1614165692092,24,12,21,32,"Bardejov, AS",0
21.1176,48.95917,707417,74,741,1007803389,3,1007040402,2,-136,"Bajerov, rázc. Žipov",655,1614165692092,24,12,21,32,"Prešov, AS",0
21.21029,49.04367,707432,32,660,1007803739,46,1007040409,2,45,"Veľký Šariš, rázc.",62,1614165692092,24,12,21,32,"Prešov, AS",0
21.25121,48.98525,708403,16,745,1007804191,3,1007040431,2,0,"Prešov,,AS ",2361,1614165692092,24,12,21,32,"Nižný Slavkov, horný koniec",0
21.11495,49.1432,708455,22,740,1007804509,1,1007040437,2,-46,"Drienica, hotel Javorná",202,1614165692092,24,12,21,32,"Sabinov, AS",0
21.18966,49.31728,701423,13,725,1007802820,15,1007040366,2,167,Rokytov ,951,1614165707104,24,12,21,47,"Frička, č.d.21",1
21.1947,49.3852,701424,18,740,1007802838,1,1007040367,2,-50,"Vyšný Tvarožec, pož. zbroj.",967,1614165707104,24,12,21,47,"Bardejov, AS",0
21.25166,49.12041,707437,22,730,1007803796,4,1007040412,2,276,Mošurov,18,1614165707104,24,12,21,47,"Prešov, AS",0
21.11495,49.1432,708455,22,740,1007804509,1,1007040437,2,-46,"Drienica, hotel Javorná",202,1614165707104,24,12,21,47,"Sabinov, AS",0
21.1176,48.95915,707417,74,741,1007803389,3,1007040402,2,-76,"Bajerov, rázc. Žipov",655,1614165752124,24,12,22,32,"Prešov, AS",0
21.40102,49.15621,701411,134,740,1007802496,3,1007040359,2,40,"Koprivnica, Jednota",404,1614165797290,24,12,23,17,"Bardejov, AS",0
21.44209,49.24387,701404,82,700,1007802370,25,1007040356,2,-13,"Dubinné, rázc. Šašová",717,1614165827153,24,12,23,47,"Bardejov, AS",0
21.29412,49.39645,701427,27,720,1007802894,27,1007040368,2,-1,Chmeľová ZŠ,118,1614165842167,24,12,24,2,"Becherov, garáž",1
21.29081,49.33376,701428,1,735,1007802904,9,1007040369,2,87,Bardejov Dlhá Lúka č.d. 2090,93,1614165842167,24,12,24,2,"Ondavka, garáž",1
21.42808,49.19985,701404,73,710,1007802387,29,1007040356,2,-64,"Porúbka, č.d. 48",698,1614165857587,24,12,24,17,"Giraltovce, AS",1
21.29081,49.33376,701428,1,735,1007802904,9,1007040369,2,87,Bardejov Dlhá Lúka č.d. 2090,93,1614165857587,24,12,24,17,"Ondavka, garáž",1
20.94328,48.99914,707419,18,745,1007803478,2,1007040404,2,-206,"Široké, OcÚ",614,1614165857587,24,12,24,17,"Prešov, AS",0
21.19706,49.11244,708465,22,740,1007804648,32,1007040440,2,-22,Ratvaj,77,1614165857587,24,12,24,17,"Sabinov, AS",0
21.11417,48.95299,707417,74,741,1007803389,4,1007040402,2,-58,"Bajerov, kostol",657,1614165872215,24,12,24,32,"Prešov, AS",0
21.00194,49.02192,707424,22,735,1007803616,11,1007040406,2,29,"Hendrichovce, OcÚ",584,1614165872215,24,12,24,32,"Prešov, AS",0
